#---------------------------- KTU 1.168 1
155554	id	id
155555	yph	yph
155556	mlk	mlk
155557	ršp	ršp
#---------------------------- KTU 1.168 2
155558	ḥgb	ḥgb
155559	ap	ap
155560	w	w
155561	npš	npš
#---------------------------- KTU 1.168 3
155562	ksp	ksp
155563	w	w
155564	ḫrṣ	ḫrṣ
155565	kmm	kmm
#---------------------------- KTU 1.168 4
155566	w	w
155567	txxx	txxx
155568	š	š
#---------------------------- KTU 1.168 5
155569	xxššr	xxššr
#---------------------------- KTU 1.168 6
155570	w	w
155571	šl	šl
#---------------------------- KTU 1.168 7
155572	kstxxxl	kstxxxl
155573	x	x
#---------------------------- KTU 1.168 8
155574	id	id
155575	yph	yph
155576	mlk	mlk
155577	ʿnt	ʿnt
#---------------------------- KTU 1.168 9
155578	slḫ	slḫ
155579	ap	ap
155580	w	w
155581	npš	npš
155582	ksp	ksp
#---------------------------- KTU 1.168 10
155583	w	w
155584	ḫrṣ	ḫrṣ
155585	kmm	kmm
155586	alp	alp
#---------------------------- KTU 1.168 11
155587	w	w
155588	š	š
155589	šrp	šrp
155590	l	l
155591	ʿnt	ʿnt
#---------------------------- KTU 1.168 12
155592	w	w
155593	šlmm	šlmm
#---------------------------- KTU 1.168 13
155594	kmm	kmm
155595	š	š
155596	lʿnt	lʿnt
#---------------------------- KTU 1.168 14
155597	xnt	xnt
#---------------------------- KTU 1.168 15
155598	alit	alit
155599	š	š
#---------------------------- KTU 1.168 16
155600	šp	šp
#---------------------------- KTU 1.168 17
155601	dm	dm
#---------------------------- KTU 1.168 18
155602		
155603	k	k
#---------------------------- KTU 1.168 19
155604	qb	qb
#---------------------------- KTU 1.168 20
155605		
#---------------------------- KTU 1.168 21
155606	xxxxx	xxxxx
#---------------------------- KTU 1.168 22
155607	xx	xx
155608	trdxḥl	trdxḥl
#---------------------------- KTU 1.168 23
155609	mlkxl	mlkxl
#---------------------------- KTU 1.168 24
155610	xmš	xmš
#---------------------------- KTU 1.168 25
155611	xixx	xixx
