#---------------------------- KTU 1.112 1
153585	b	b
153586	yrḫ	yrḫ
153587	ḫyr	ḫyr
153588	b	b
153589	ym	ym
#---------------------------- KTU 1.112 2
153590	ḥdṯ	ḥdṯ
153591	ḫḏrġl	ḫḏrġl
153592	xxxx	xxxx
#---------------------------- KTU 1.112 3
153593	ṯn	ṯn
153594	šm	šm
153595	ḫmnh	ḫmnh
153596	w	w
153597	ṯql	ṯql
#---------------------------- KTU 1.112 4
153598	ksp	ksp
153599	w	w
153600	ṣʿ	ṣʿ
153601	rgbt	rgbt
153602	l	l
153603	bʿlt	bʿlt
#---------------------------- KTU 1.112 5
153604	bht	bht
153605	m	m
153606	šʿṣrm	šʿṣrm
153607	linš	linš
#---------------------------- KTU 1.112 6
153608	ilm	ilm
153609	w	w
153610	bn	bn
153611	mlk	mlk
153612	wbnt	wbnt
#---------------------------- KTU 1.112 7
153613	mlk	mlk
153614	ttʿln	ttʿln
153615	pamt	pamt
153616	šbʿ	šbʿ
#---------------------------- KTU 1.112 8
153617	b	b
153618	ṯlṯ	ṯlṯ
153619	tʿln	tʿln
153620	ilm	ilm
153621	bḫmn	bḫmn
#---------------------------- KTU 1.112 9
153622	ʿrb	ʿrb
153623	špš	špš
153624	wḥl	wḥl
153625	mlk	mlk
#---------------------------- KTU 1.112 10
153626	bšbʿ	bšbʿ
153627	ym	ym
153628	ḥdṯ	ḥdṯ
153629	yrtḥṣ	yrtḥṣ
#---------------------------- KTU 1.112 11
153630	mlk	mlk
153631	brr	brr
153632	b	b
153633	ṯmnt	ṯmnt
153634	iynm	iynm
#---------------------------- KTU 1.112 12
153635	akl	akl
153636	ṯql	ṯql
153637	ksp	ksp
153638	w	w
153639	kbd	kbd
#---------------------------- KTU 1.112 13
153640	yn	yn
153641	l	l
153642	ʿṯtrt	ʿṯtrt
153643	ḫr	ḫr
153644	b	b
153645	ʿšt	ʿšt
#---------------------------- KTU 1.112 14
153646	ʿšrh	ʿšrh
153647	ṣba	ṣba
153648	špš	špš
153649	wḥ	wḥ
#---------------------------- KTU 1.112 15
153650	l	l
153651	mlk	mlk
153652	b	b
153653	ṯlṯt	ṯlṯt
#---------------------------- KTU 1.112 16
153654	ʿšrt	ʿšrt
153655	yrt	yrt
153656	ḥṣ	ḥṣ
153657	m	m
#---------------------------- KTU 1.112 17
153658	lk	lk
153659	brr	brr
153660	b	b
153661	arbʿt	arbʿt
#---------------------------- KTU 1.112 18
153662	ʿšrt	ʿšrt
153663	yrdn	yrdn
153664	gṯrm	gṯrm
#---------------------------- KTU 1.112 19
153665	mṣdh	mṣdh
153666	ṯn	ṯn
153667	šm	šm
153668	lgṯrm	lgṯrm
#---------------------------- KTU 1.112 20
153669	w	w
153670	rgm	rgm
153671	gṯrm	gṯrm
153672	yṯṯb	yṯṯb
#---------------------------- KTU 1.112 21
153673	w	w
153674	qdš	qdš
153675	yšr	yšr
153676	b	b
153677	ḫmš	ḫmš
153678	ʿ	ʿ
#---------------------------- KTU 1.112 22
153679	šrh	šrh
153680	šnpt	šnpt
153681	il	il
153682	šbʿl	šbʿl
153683	ṣ	ṣ
#---------------------------- KTU 1.112 23
153684	pn	pn
153685	š	š
153686	bʿl	bʿl
153687	ugrt	ugrt
153688	š	š
153689	ṯnšm	ṯnšm
#---------------------------- KTU 1.112 24
153690	l	l
153691	aṯrt	aṯrt
153692	ṯn	ṯn
153693	šm	šm
153694	l	l
153695	btbt	btbt
153696	w	w
153697	l	l
#---------------------------- KTU 1.112 25
153698	ilt	ilt
153699	mgdl	mgdl
153700	š	š
153701	w	w
153702	aġt	aġt
#---------------------------- KTU 1.112 26
153703	w	w
153704	šbʿ	šbʿ
153705	gdlt	gdlt
153706	w	w
153707	arbʿ	arbʿ
#---------------------------- KTU 1.112 27
153708	ʿšrh	ʿšrh
153709	dqt	dqt
153710	b	b
153711	ṯṯt	ṯṯt
153712	ʿš	ʿš
#---------------------------- KTU 1.112 28
153713	rt	rt
153714	šl	šl
153715	btbt	btbt
153716	w	w
153717	x	x
#---------------------------- KTU 1.112 29
153718	b	b
153719	šbʿt	šbʿt
153720	ʿšrt	ʿšrt
#---------------------------- KTU 1.112 30
153721	iln	iln
153722	ṯlṯt	ṯlṯt
#---------------------------- KTU 1.112 31
153723	pbxxxx	pbxxxx
#---------------------------- KTU 1.112 32
153724	l	l
153725	xxṯdṯ	xxṯdṯ
