#---------------------------- KTU 2.78 1
159268	tḥm	tḥm
159269	špš	špš
159270	mlk	mlk
#---------------------------- KTU 2.78 2
159271	rb	rb
159272	l	l
159273	ʿmrpi	ʿmrpi
#---------------------------- KTU 2.78 3
159274	rgm	rgm
#---------------------------- KTU 2.78 4
159275	hlny	hlny
159276	ʿm	ʿm
159277	špš	špš
159278	mlk	mlk
#---------------------------- KTU 2.78 5
159279	rb	rb
159280	kll	kll
159281	šlm	šlm
#---------------------------- KTU 2.78 6
159282	dm	dm
159283		
#---------------------------- KTU 2.78 7
159284	ḥwt	ḥwt
#---------------------------- KTU 2.78 8
159285	ṣb	ṣb
#---------------------------- KTU 2.78 9
159286	bʿ	bʿ
