#---------------------------- KTU 1.72 1
149651	spr	spr
149652	nʿm	nʿm
149653	śśwm	śśwm
#---------------------------- KTU 1.72 2
149654	k	k
#---------------------------- KTU 1.72 3
149655		
#---------------------------- KTU 1.72 4
149656		
#---------------------------- KTU 1.72 5
149657	w	w
#---------------------------- KTU 1.72 6
149658	k	k
149659	ḫr	ḫr
149660	śśw	śśw
149661	mġmġ	mġmġ
#---------------------------- KTU 1.72 7
149662	w	w
149663	bṣql	bṣql
149664	ʿrgz	ʿrgz
149665	ydk	ydk
#---------------------------- KTU 1.72 8
149666	aḥdh	aḥdh
149667	w	w
149668	yṣq	yṣq
149669	b	b
149670	aph	aph
#---------------------------- KTU 1.72 9
149671	k	k
149672	ḫr	ḫr
149673	śśw	śśw
149674	ḫndrṯ	ḫndrṯ
#---------------------------- KTU 1.72 10
149675	w	w
149676	ṯqd	ṯqd
149677	mr	mr
149678	ydk	ydk
149679	aḥdh	aḥdh
#---------------------------- KTU 1.72 11
149680	w	w
149681	yṣq	yṣq
149682	b	b
149683	aph	aph
#---------------------------- KTU 1.72 12
149684	k	k
149685	l	l
149686	ḫra	ḫra
149687	w	w
149688	l	l
149689	yṯtn	yṯtn
149690	śśw	śśw
#---------------------------- KTU 1.72 13
149691	mss	mss
149692	št	št
149693	qlql	qlql
149694	w	w
149695	št	št
#---------------------------- KTU 1.72 14
149696	ʿrgz	ʿrgz
149697	ydk	ydk
149698	aḥdh	aḥdh
#---------------------------- KTU 1.72 15
149699	w	w
149700	yṣq	yṣq
149701	b	b
149702	aph	aph
#---------------------------- KTU 1.72 16
149703	k	k
149704	yiḫd	yiḫd
149705	akl	akl
149706	śśw	śśw
#---------------------------- KTU 1.72 17
149707	št	št
149708	mkšr	mkšr
149709	grn	grn
#---------------------------- KTU 1.72 18
149710	w	w
149711	št	št
149712	aškrr	aškrr
#---------------------------- KTU 1.72 19
149713	w	w
149714	pr	pr
149715	ḥḏrt	ḥḏrt
149716	ydk	ydk
#---------------------------- KTU 1.72 20
149717	aḥdh	aḥdh
149718	w	w
149719	yṣq	yṣq
149720	b	b
149721	aph	aph
#---------------------------- KTU 1.72 21
149722	k	k
149723	yiḫd	yiḫd
149724	arl	arl
149725	śśw	śśw
#---------------------------- KTU 1.72 22
149726	št	št
149727	nni	nni
149728	št	št
149729	mkšr	mkšr
149730	grn	grn
149731	w	w
#---------------------------- KTU 1.72 23
149732	št	št
149733	irġn	irġn
149734	ḥmr	ḥmr
149735	ydk	ydk
#---------------------------- KTU 1.72 24
149736	aḥdh	aḥdh
149737	w	w
149738	yṣq	yṣq
149739	b	b
149740	aph	aph
#---------------------------- KTU 1.72 25
149741	k	k
149742	yraš	yraš
149743	śśw	śśw
149744	št	št
#---------------------------- KTU 1.72 26
149745	bln	bln
149746	qṭ	qṭ
149747	yṣq	yṣq
149748	b	b
149749	aph	aph
#---------------------------- KTU 1.72 27
149750	k	k
149751	ygʿr	ygʿr
149752	śśw	śśw
#---------------------------- KTU 1.72 28
149753	dprn	dprn
#---------------------------- KTU 1.72 29
149754	drʿ	drʿ
149755		
#---------------------------- KTU 1.72 30
149756	tmṯl	tmṯl
#---------------------------- KTU 1.72 31
149757	mġmġ	mġmġ
#---------------------------- KTU 1.72 32
149758	w	w
149759	št	št
#---------------------------- KTU 1.72 33
149760	w	w
149761	pr	pr
#---------------------------- KTU 1.72 34
149762	irġn	irġn
149763	ḥmr	ḥmr
149764	ydk	ydk
#---------------------------- KTU 1.72 35
149765	aḥdh	aḥdh
149766	w	w
149767	yṣq	yṣq
149768	b	b
149769	aph	aph
#---------------------------- KTU 1.72 36
149770	k	k
149771	yraš	yraš
149772	śśw	śśw
149773	w	w
149774	ykhp	ykhp
#---------------------------- KTU 1.72 37
149775	mid	mid
149776	dblt	dblt
149777	yṯnt	yṯnt
149778	w	w
#---------------------------- KTU 1.72 38
149779	ṣmqm	ṣmqm
149780	yṯnm	yṯnm
149781	w	w
149782	qmḥ	qmḥ
149783	bql	bql
#---------------------------- KTU 1.72 39
149784	tdkn	tdkn
149785	aḥdh	aḥdh
149786	w	w
149787	yṣq	yṣq
#---------------------------- KTU 1.72 40
149788	b	b
149789	aph	aph
