#---------------------------- KTU 2.42 1
158105	l	l
158106	mlk	mlk
158107	bʿly	bʿly
#---------------------------- KTU 2.42 2
158108	rgm	rgm
#---------------------------- KTU 2.42 3
158109	tḥm	tḥm
158110	rb	rb
158111	mit	mit
158112	ʿbdk	ʿbdk
#---------------------------- KTU 2.42 4
158113	l	l
158114	pʿn	pʿn
158115	bʿly	bʿly
158116	mrḥqtm	mrḥqtm
#---------------------------- KTU 2.42 5
158117	šbʿd	šbʿd
158118	w	w
158119	šbʿd	šbʿd
158120	qlt	qlt
#---------------------------- KTU 2.42 6
158121	ankn	ankn
158122	rgmt	rgmt
158123	l	l
158124	bʿl	bʿl
158125	ṣpn	ṣpn
#---------------------------- KTU 2.42 7
158126	l	l
158127	špš	špš
158128	ʿlm	ʿlm
158129	l	l
158130	ʿṯtrt	ʿṯtrt
#---------------------------- KTU 2.42 8
158131	l	l
158132	ʿnt	ʿnt
158133	l	l
158134	kl	kl
158135	il	il
158136	alṯy	alṯy
158137	šlm	šlm
#---------------------------- KTU 2.42 9
158138	nmry	nmry
158139	mlk	mlk
158140	ʿlm	ʿlm
#---------------------------- KTU 2.42 10
158141	mlkn	mlkn
158142	bʿly	bʿly
158143	ḥwt	ḥwt
#---------------------------- KTU 2.42 11
158144	yšiḫr	yšiḫr
158145	w	w
158146	ʿm	ʿm
158147	bʿly	bʿly
#---------------------------- KTU 2.42 12
158148	ʿšrid	ʿšrid
158149	likt	likt
#---------------------------- KTU 2.42 13
158150	w	w
158151	bʿly	bʿly
158152	mn	mn
#---------------------------- KTU 2.42 14
158153	w	w
158154	bʿl	bʿl
#---------------------------- KTU 2.42 15
158155	ʿšrm	ʿšrm
#---------------------------- KTU 2.42 16
158156	yšt	yšt
158157	u	u
#---------------------------- KTU 2.42 17
158158	qrt	qrt
158159	mlk	mlk
#---------------------------- KTU 2.42 18
158160	w	w
158161	ʿl	ʿl
158162	aḥ	aḥ
#---------------------------- KTU 2.42 19
158163	bhm	bhm
158164	w	w
158165	rgm	rgm
158166	hw	hw
158167	al	al
#---------------------------- KTU 2.42 20
158168	atn	atn
158169	ksp	ksp
158170	lhm	lhm
158171	ʿd	ʿd
#---------------------------- KTU 2.42 21
158172	ilak	ilak
158173	ʿm	ʿm
158174	mlk	mlk
#---------------------------- KTU 2.42 22
158175	ht	ht
158176	lik	lik
158177	mlk	mlk
#---------------------------- KTU 2.42 23
158178	w	w
158179	mlk	mlk
158180	yštal	yštal
158181	b	b
158182	hn	hn
158183	xxx	xxx
#---------------------------- KTU 2.42 24
158184	hmt	hmt
158185	w	w
158186	anyt	anyt
158187	hm	hm
158188	tzn	tzn
#---------------------------- KTU 2.42 25
158189	mkr	mkr
158190	had	had
158191	w	w
158192	rgm	rgm
158193	ank	ank
#---------------------------- KTU 2.42 26
158194	mlkn	mlkn
158195	ybqṯ	ybqṯ
158196	anyt	anyt
158197	w	w
158198	at	at
#---------------------------- KTU 2.42 27
158199	w	w
158200	mkrn	mkrn
158201	w	w
158202	mlk	mlk
158203	lak	lak
158204	ʿm	ʿm
158205		
