#---------------------------- KTU 1.61 1
149343	x	x				
149344	kʿnt	kˤnt				DULAT: NOT FOUND
#---------------------------- KTU 1.61 2
149345	xšḥrth	xšḥrth				DULAT: NOT FOUND
#---------------------------- KTU 1.61 3
149346	rḥṣnn	rḥṣnn				DULAT: NOT FOUND
#---------------------------- KTU 1.61 4
149347	isrnn	isrnn				DULAT: NOT FOUND
#---------------------------- KTU 1.61 5
149348	nḫh	nḫh				DULAT: NOT FOUND
