id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.95 1						
160085	n	l(I); ˤl(I); mġy[	l (I); ʕl (I); /m-ġ-y/	prep.; prep.; vb	to; upon; to come	
160086	r	rḥb(I)/; pẓr[; rks/	rḥb (I); /p-ẓ-r/; rks	adj. m.; vb; n. m.	wide; to free; belt	
# KTU 2.95 2						
160087	ṯˤt	ṯˤt/	ṯʕt	n. f.	residue	
160088	yd	yd(I)/; bd(IV); yd(II)/	yd (I); bd (IV); yd (II)	n. f.; prep.; n. m.	hand; into the hands of; love	
# KTU 2.95 3						
160089	m	l(I)	l (I)	prep.	to	
160090	šb	šb/	šb	n. m.	old man	
# KTU 2.95 4						
160091	xx	?	?	?	?	
