id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.55 1						
149284	ṯt	ṯn(I)/	ṯn (I)	num.	two	
# KTU 1.55 2						
149285	xtm	xtm				DULAT: NOT FOUND
149286						
# KTU 1.55 3						
149287	irtḥṣ	irtḥṣ				DULAT: NOT FOUND
149288	nn	grš[	/g-r-š/	vb G	to eject	
149288	nn	gr[	/g-r(-y)/	vb G	to attack	
# KTU 1.55 4						
149289	idm	id+m(I)	ỉd	conj.	when	
149289	idm	idm	ỉdm	?	?	
149290	nn	grš[	/g-r-š/	vb G	to eject	
149290	nn	gr[	/g-r(-y)/	vb G	to attack	
# KTU 1.55 5						
149291	bṯn	bṯn/	bṯn	n.	serpent	
149292	alt	alt(I)/	ảlt (I)	n.	curse	
149292	alt	alt(II)/	ảlt (II)	n.	support	
# KTU 1.55 6						
149293	b	b	b	prep.	in	
149294	ṯlṯ	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
149294	ṯlṯ	ṯlṯ(V)/	ṯlṯ (V)	n.	copper	
149294	ṯlṯ	ṯlṯ(II)/	ṯlṯ (II)	adj. ord. num.	third	
149295	b	b	b	prep.	in	
149296	ṯlṯ	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
149296	ṯlṯ	ṯlṯ(V)/	ṯlṯ (V)	n.	copper	
149296	ṯlṯ	ṯlṯ(II)/	ṯlṯ (II)	adj. ord. num.	third	
# KTU 1.55 7						
149297	m	l(I)	l (I)	prep.	to	
149298	nn	grš[	/g-r-š/	vb G	to eject	
149298	nn	gr[	/g-r(-y)/	vb G	to attack	
149299	br	br/	br(r)	n.	tin	
149299	br	br(I)/	br (I)	n.	Art Seeschiff	
149299	br	br[	/b-r(-r)/	vb G	to be or remain pure	
# KTU 1.55 8						
149300	thax	thax				DULAT: NOT FOUND
