#---------------------------- KTU 1.138 1
154854	b	b;b(II)[;b/	b;/ʕ-r-b/ (II);lb	prep.;vb;n.	in; through, on; by, at; within, inside, in, to, against, between, upon; from; with, in; of, from among;to give a guarantee or pledge, stand surety for, leave a deposit;heart	ambiguous DULAT candidates: 6 (showing top 3)
154855	yrḫ	yrḫ/	yrḫ	n.	moon	
154856	nql	nql				DULAT: NOT FOUND
#---------------------------- KTU 1.138 2
154857	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
154858	gdlt	gdlt(I)/;gdlt(II)/	gdlt (I);gdlt (II)	n.;n.	head of cattle, cow for sacrifice;power, reach	
#---------------------------- KTU 1.138 3
154859	py	py(III)/	p (III)	n.	mouth, snout	
154860	ṯn	ṯn(I)/;ṯn(II)/;ṯn(III)/	ṯn (I);ṯn (II);ṯn (III)	num.;num., adj.;n.	two;second;crimson (cloth, wool, purple)	ambiguous DULAT candidates: 4 (showing top 3)
154861						
#---------------------------- KTU 1.138 4
154862	šrp	šrp/	šrp	n.	burnt sacrifice, burnt offering, holocaust	
154863	wšlmm	wšlmm				DULAT: NOT FOUND
#---------------------------- KTU 1.138 5
154864	gdlt	gdlt(I)/;gdlt(II)/	gdlt (I);gdlt (II)	n.;n.	head of cattle, cow for sacrifice;power, reach	
#---------------------------- KTU 1.138 6
154865	šlmm	šlmm(II)/	šlm (II)	n.	communion victim / sacrifice, ‘peace-offering’	
