id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.153 1						
155067	q	?	?	?	?	
# KTU 1.153 2						
155068	x	x				
# KTU 1.153 3						
155069	dbḥ	dbḥ/	dbḥ	n.	sacrifice	
155069	dbḥ	dbḥ[	/d-b-ḥ/	vb G	to sacrifice	
# KTU 1.153 4						
155070	kt	kt(I)/	kt (I)	n.	pitcher	
155070	kt	kt(II)/	kt (II)	n.	stage	
# KTU 1.153 5						
155071	ba	ba				DULAT: NOT FOUND
# KTU 1.153 6						
155072	n	~n	-n (I)	encl. morph.		
155072	n	[n, [n=	-n (II)	suffixed pn. morph. used with vb	me/to me	
155072	n	+n, +n=	-n (III)	suff. pn. morph. 1.p.pl.	our/us	
155072	n		-n (IV)	contracted suff. pn. morph. used with a vb	him/her/it	
155073	il	il(I)/	ỉl (I)	n.	god	
# KTU 1.153 7						
155074	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
155074	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
# KTU 1.153 8						
155075	y	+y, [y	-y (I)	prep. functor	my	
155075	y	~y	-y (II)	prep. functor	indeed	
155075	y	y	y	prep. functor	oh!	
# KTU 1.153 9						
155076	z	d	d	det. or rel. functor	the one(s) of	Based on DULAT reconstruction.
155076	z	z	z	→	?	
# KTU 1.153 10						
155077	r	?	?	?	?	
# KTU 1.153 11						
155078	d	d	d	det. or rel. functor	the one(s) of	
