id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.7 1						
156479	xxxxxxṭxxx	xxxxxxṭxxx				DULAT: NOT FOUND
# KTU 2.7 2						
156480	xxxxxxmt	xxxxxxmt				DULAT: NOT FOUND
# KTU 2.7 3						
156481	bkxxxt	bkxxxt				DULAT: NOT FOUND
156482	yqḥ	lqḥ[:pass	/l-q-ḥ/	vb G/Gpass	to get hold of	
# KTU 2.7 4						
156483	w	w	w	conj.	and	
156484	ˤxxxx	ˤxxxx				DULAT: NOT FOUND
156485	rkb	rkb[	/r-k-b/	vb G	to mount (especially a chariot)	
156485	rkb	rkb(I)/	rkb (I)	n.	Charioteer	
156485	rkb	rkb(II)/	rkb (II)	n.	?	
# KTU 2.7 5						
156486	xxxxxxx	xxxxxxx				
156487	d	d	d	det. or rel. functor	the one(s) of	
# KTU 2.7 6						
156488	bqlxxxxk	bqlxxxxk				DULAT: NOT FOUND
# KTU 2.7 7						
156489	w	w	w	conj.	and	
156490	tšt	!t!št[	/š-t/	vb G	to place	
156491	qdnt	qdnt	qdnt	?	?	
156492	š	š/	š	n.	ram	
# KTU 2.7 8						
156493	hm	hm(II)	hm (II)	conj./interr. functor	if	
156493	hm	hm(I)	hm (I)	pers. pn.	they	
# KTU 2.7 9						
156494	w	w	w	conj.	and	
156495	yḥ	!y!ḥ(w(I)[	/ḥ-w/y-y/ (I)	vb G	to live	
156496	mlk	mlk[	/m-l-k/	vb G	to reign	
156496	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
# KTU 2.7 10						
156497	w	w	w	conj.	and	
156498	ikm	ik	ỉk	interr. functor	how?	
156499	kn	kn(II)	kn (II)	adv.	thus	
156500	w	w	w	conj.	and	
156501	ˤbd	ˤbd(I)/	ʕbd (I)	n.	servant	
156502	ilm	il(I)/m	ỉl (I)	n.	god	
# KTU 2.7 11						
156503	tšknnnn	!t!škn[nnn:d	/š-k-n/	vb D	to be placed	
