#---------------------------- KTU 1.143 1
154949	kbd	kbd[;kbd(I)/;kbd(II)/	/k-b-d/;kbd (I);kbd (II)	vb;n.;n.	to honour, to pay homage to, welcome;liver;total (quantity or price), correct, exact number	ambiguous DULAT candidates: 4 (showing top 3)
154950	dt	dt	d	det. or rel. functor	the one(s) of	
154951	ypt	ypt(I)/;ypt[	ypt (I);/p-t(-y)/	n.;vb	cow, yearling calf;to seduce	
#---------------------------- KTU 1.143 2
154952	bn	bn[;bn(I)/;bn(II)	/b-n/;bn (I);bn (II)	vb;n.;prep.	to understand;son;between, among	ambiguous DULAT candidates: 5 (showing top 3)
154953	yknʿ	yknˤ				DULAT: NOT FOUND
#---------------------------- KTU 1.143 3
154954	k	k(I)/;k(I);k(II)	-k (I);k (I);k (II)	pers. pn., morph.;prep.;emph. functor	your(s);like, as;yes	ambiguous DULAT candidates: 10 (showing top 3)
154955	yptḥ	yptḥ[;yptḥ(II)	/p-t-ḥ/;-m (II)	vb;emph. or det. encl. morph.	to open;und das (ist) so!	
154956	yrk	yrk/	yrk	n.	body back part, flank	
#---------------------------- KTU 1.143 4
154957	hnd	hnd/	hnd	dem. adj., pn.	this, these	
