id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.50 1						
149216	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN	ʿṯtrt (II)	
# KTU 1.50 2						
149217	l	l(I)	l (I)	prep.	to	
149217	l	l(III)	l (III)	functor	certainly	
149218	ksu	ksu				DULAT: NOT FOUND
149219	ilt	ilt(I)/	ỉlt (I)	n.	goddess	
# KTU 1.50 3						
149220	w	w	w	conj.	and	
149221	ṯṯ	ṯṯ/	ṯṯ	n. num.	six	
149222	l	l(I)	l (I)	prep.	to	
149223	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN	ʿṯtrt (II)	
# KTU 1.50 4						
149224	š	š/	š	n.	ram	
149225	l	l(I)	l (I)	prep.	to	
149225	l	l(III)	l (III)	functor	certainly	
149226	ilt	ilt(I)/	ỉlt (I)	n.	goddess	
149227	š	š/	š	n.	ram	
149228	lˤṯtrt	lˤṯtrt				DULAT: NOT FOUND
# KTU 1.50 5						
149229	ˤṣr	ˤṣr(I)/	ʕṣr (I)	n.	bird	
149230	l	l(I)	l (I)	prep.	to	
149230	l	l(III)	l (III)	functor	certainly	
149231	pdr	pdr(I)/	pdr (I)	n.	town	
149232	ṯṯ	ṯṯ/	ṯṯ	n. num.	six	
149233	ṣin	ṣin(I)/	ṣỉn (I)	n.	ewe	
# KTU 1.50 6						
149234	tšnpn	!t!]š]np[n	/n-p/	vb Š	to raise	
149235	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
149236	kmm	kmm	kmm	adv.	ditto	
# KTU 1.50 7						
149237	w	w	w	conj.	and	
149238	l	l(I)	l (I)	prep.	to	
149238	l	l(III)	l (III)	functor	certainly	
149239	ll	ll(I)/	ll (I)	n.	night	
149240	ˤṣrm	ˤṣr(I)/+m(I)	ʕṣr (I)	n.	bird	
149241	w	w	w	conj.	and	
149242						
# KTU 1.50 8						
149243	kmm	kmm	kmm	adv.	ditto	
149244	w	w	w	conj.	and	
149245	in	in/	ỉn	n.	lack of	
149246	ˤṣr	ˤṣr(I)/	ʕṣr (I)	n.	bird	
# KTU 1.50 9						
149247	w	w	w	conj.	and	
149248	mit	mit/	mỉt	n.	a hundred	
149249	šˤrt	šˤrt(I)/	šʕrt (I)	n.	wool	
149250	y	+y, [y	-y (I)	prep. functor	my	
149250	y	~y	-y (II)	prep. functor	indeed	
149250	y	y	y	prep. functor	oh!	
# KTU 1.50 10						
149251	w	w	w	conj.	and	
149252	kdr	kdr/	kdr	n.	trough	
149253	w	w	w	conj.	and	
149254	npt	nbt/	nbt	n.	honey	
149254	npt	npt/	npt	n.	sieve	
149255	t	/t, /t=				
149255	t	[t, [t=, [t==, [t===				
# KTU 1.50 11						
149256	w	w	w	conj.	and	
149257	ksp	ksp/	ksp	n.	silver	
149258	yˤdb	!y!ˤdb[	/ʕ-d-b/	vb G	to leave > to put in	
149259	x	x				
