id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.111 1						
153511	il	il(I)/	ỉl (I)	n.	god	
153512	prz	prz/	prz	n.	decision	
153513	lmd	lmd/	lmd	adj./n.	trained	
153513	lmd	lmd[:d	/l-m-d/	vb D	to teach	
# KTU 1.111 2						
153514	ṯlṯ	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
153514	ṯlṯ	ṯlṯ(V)/	ṯlṯ (V)	n.	copper	
153514	ṯlṯ	ṯlṯ(II)/	ṯlṯ (II)	adj. ord. num.	third	
153515	ymm	ym(I)/m	ym (I)	n.	day	
153515	ymm	ym(II)/	ym (II)	n.	sea	
153516	llxm	llxm				DULAT: NOT FOUND
153517	yˤrb	!y!ˤrb(I)[	/ʕ-r-b/ (I)	vb G	to enter	
# KTU 1.111 3						
153518	mlk	mlk[	/m-l-k/	vb G	to reign	
153518	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
153519	aṯḫḫlm	aṯḫḫlm				DULAT: NOT FOUND
153520	in	in/	ỉn	n.	lack of	
153521	atnd	ytn[+d	/y-t-n/	vb	to give, ?	
# KTU 1.111 4						
153522	ild	il(I)/+d	ỉl (I)	n.	god, ?	
153523	tṯbd	tṯb/	tṯb	DN	Teṯo/Hurrian storm god	
153524	kmrbnd	kmrbnd				DULAT: NOT FOUND
# KTU 1.111 5						
153525	kḏġd	kḏġd				DULAT: NOT FOUND
153526	in	in/	ỉn	n.	lack of	
153527	prznd	prznd				DULAT: NOT FOUND
# KTU 1.111 6						
153528	nkld	!n!kl(y[+d	/k-l-y/	vb	to finish, ?	
153529	šrpm	šrp/	šrp	n.	burnt sacrifice	
153530	ˤṣrm	ˤṣr(I)/+m(I)	ʕṣr (I)	n.	bird	
# KTU 1.111 7						
153531	gdm	gd(I)/m	gd (I)	n.	coriander	
153531	gdm	gd(II)/m	gd (II)	n.	sinew	
153532	klhn	kl/+hn	kl	n.	totality (of)	
153533	š	š/	š	n.	ram	
153534	lyrḫ	lyrḫ				DULAT: NOT FOUND
# KTU 1.111 8						
153535	šmm	šm(m(I)/m	šmm (I)	n. pl. tant.	heavens	
153536	aṯḫlm	aṯḫlm	ảṯḫlm		sacrifice	
153537	in	in/	ỉn	n.	lack of	
153538	ṯlnd	ṯlnd				DULAT: NOT FOUND
# KTU 1.111 9						
