id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.124 1						
154374	k	+k	-k (I)			
154374	k	~k	-k (II)			
154374	k	k(III)	k (III)	Subordinating or completive functor	when	
154374	k	k(I)	k (I)	prep.	like	
154374	k	k(II)	k (II)	emph. functor	yes	
154375	ymġy	!y!mġy[	/m-ġ-y/	vb G	to come	
154376	adn	adn(I)/	ảdn (I)	n.	lord	
# KTU 1.124 2						
154377	ilm	il(I)/m	ỉl (I)	n.	god	
154378	rbm	rb(I)/m	rb (I)	adj.	great	
154379	ˤm	ˤm(I)	ʕm (I)	prep.	to	
154380	dtn	d+n	d	det. or rel. functor	the one(s) of	
# KTU 1.124 3						
154381	w	w	w	conj.	and	
154382	yšal	šʔl[l	/š-ʔ-l/	vb G	to ask	
154383	mṯpẓ	mṯpṭ/	mṯpṭ	n.	command	
154384	yld	!y!](n](yld[	/y-l-d/	vb G/N	to give birth (to)	
154384	yld	yld/	yld	n.	son	
# KTU 1.124 4						
154385	w	w	w	conj.	and	
154386	yˤny	!y!ˤny(I)[	/ʕ-n-y/ (I)	vb G	to answer	
154387	nn	grš[	/g-r-š/	vb G	to eject	
154387	nn	gr[	/g-r(-y)/	vb G	to attack	
154388	dtn	d+n	d	det. or rel. functor	the one(s) of	
# KTU 1.124 5						
154389	tˤny	!t!ˤny(I)[	/ʕ-n-y/ (I)	vb G	to answer	
154390	nad	nad/	nảd	n.	(little) bag	
154391	mr	mr(I)/	mr (I)	n.	myrrh	
154391	mr	mr(IV)/	mr (IV)	adj.	valiant	
154391	mr	mr(II)/	mr (II)	adj.	bitter	
154392	qḥ	lqḥ[	/l-q-ḥ/	vb G	to get hold of	
# KTU 1.124 6						
154393	w	w	w	conj.	and	
154394	št	št[:pass	/š-t/	vb G/Gpass	to place	
154395	bbt	bbt(II)/	bbt (II)	DN	superintendent	
154395	bbt	bbt(I)/	bbt (I)	TN	bbt (I)	
154396	ḥrn	ḥrn/	ḥrn	DN	Ḥôrānu	
154396	ḥrn	ḥr(I)/+n	ḥr (I)	n.	intestine(s)	
154397	trḥ	trḥ/	trḥ	n.	flask	
# KTU 1.124 7						
154398	ḥdṯ	ḥdṯ(II)/	ḥdṯ (II)	n.	new moon	
154398	ḥdṯ	ḥdṯ(I)/	ḥdṯ (I)	adj.	new	
154399	mr	mr(I)/	mr (I)	n.	myrrh	
154399	mr	mr(IV)/	mr (IV)	adj.	valiant	
154399	mr	mr(II)/	mr (II)	adj.	bitter	
154400	qḥ	lqḥ[	/l-q-ḥ/	vb G	to get hold of	
154401	w	w	w	conj.	and	
154402	št	št[:pass	/š-t/	vb G/Gpass	to place	
154402	št	št(II)/	št (II)	n.	raíz	
154402	št	št(I)/	št (I)	n.	base	
# KTU 1.124 8						
154403	b	b	b	prep.	in	
154404	bt	bt(II)/	bt (II)	n.	house	
154404	bt	bt(I)/	bt (I)	n.	daughter	
154405	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
154406	bnt	bnt(II)/	bnt (II)	n.	produce	
154406	bnt	bnt(I)/	bnt (I)	n.	masonry	
154406	bnt	bnt(III)/	bnt (III)	n.	tamarisk	
154407	qḥ	lqḥ[	/l-q-ḥ/	vb G	to get hold of	
# KTU 1.124 9						
154408	w	w	w	conj.	and	
154409	št	št[:pass	/š-t/	vb G/Gpass	to place	
154409	št	št(II)/	št (II)	n.	raíz	
154409	št	št(I)/	št (I)	n.	base	
154410	b	b	b	prep.	in	
154411	bt	bt(II)/	bt (II)	n.	house	
154411	bt	bt(I)/	bt (I)	n.	daughter	
154412	w	w	w	conj.	and	
154413	prˤt	prˤt/	prʕt	n. f.	height	
# KTU 1.124 10						
154414	hy	hy	hy	pers. pn.	she	
154415	ḫlh	ḫl/+h	ḫl	n.	pain	
154415	ḫlh	ḫl[+h	/ḫ-l/	vb	to writhe (with birth pangs)	
154416	w	w	w	conj.	and	
154417	ymġ	!y!mġ(y[	/m-ġ-y/	vb G	to come	
# KTU 1.124 11						
154418	mlakk	mla/+k	mlảk	n.	messenger	
154419	ˤm	ˤm(I)	ʕm (I)	prep.	to	
154420	dtn	d+n	d	det. or rel. functor	the one(s) of	
# KTU 1.124 12						
154421	lqḥ	lqḥ[	/l-q-ḥ/	vb G	to get hold of	
154422	mṯpẓ	mṯpṭ/	mṯpṭ	n.	command	
# KTU 1.124 13						
154423	w	w	w	conj.	and	
154424	yˤny	!y!ˤny(I)[	/ʕ-n-y/ (I)	vb G	to answer	
154425	nn	grš[	/g-r-š/	vb G	to eject	
154425	nn	gr[	/g-r(-y)/	vb G	to attack	
# KTU 1.124 14						
154426	dtn	d+n	d	det. or rel. functor	the one(s) of	
154427	btn	btn(I)/	btn (I)	n.	inside of the house	
154428	mḥy	mḥ[y	/m-ḥ(-w:y)/	vb G	to clean	
# KTU 1.124 15						
154429	l	l(I)	l (I)	prep.	to	
154429	l	l(III)	l (III)	functor	certainly	
154430	dg	dg(I)/	dg (I)	n.	fish	
154431	w	w	w	conj.	and	
154432	lklb	lklb				DULAT: NOT FOUND
# KTU 1.124 16						
154433	w	w	w	conj.	and	
154434	aṯr	aṯr(I)	ảṯr (I)	adv. or prep.	then	
154435	in	in/	ỉn	n.	lack of	
154436	mr	mr(I)/	mr (I)	n.	myrrh	
154436	mr	mr(IV)/	mr (IV)	adj.	valiant	
154436	mr	mr(II)/	mr (II)	adj.	bitter	
