id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.78 1						
149887	bṯṯ	bṯ[ṯ	/b-ṯ/	vb	to be ashamed	
149888	ym	ym(I)/	ym (I)	n.	day	
149888	ym	ym(II)/	ym (II)	n.	sea	
149889	ḥdṯ	ḥdṯ(II)/	ḥdṯ (II)	n.	new moon	
149889	ḥdṯ	ḥdṯ(I)/	ḥdṯ (I)	adj.	new	
# KTU 1.78 2						
149890	ḫyr	ḫyr/	ḫyr	MN	aller de ci de là	
149891	ˤrbt	ˤrb(I)[t	/ʕ-r-b/ (I)	vb G	to enter	
# KTU 1.78 3						
149892	špš	špš/	špš	n.	sun	
149893	ṯġrh	ṯġr(II)/h	ṯġr (II)	n.	gatekeeper	
149893	ṯġrh	ṯġr(I)/h	ṯġr (I)	n.	gate	
# KTU 1.78 4						
149894	ršp	ršp/	ršp	DN	Rašap	
# KTU 1.78 5						
149895	kbdm	kbd(I)/m	kbd (I)	n. du.	liver	
149896	tbqrn	!t!bqr[n:d	/b-q-r/	vb G/D	to examine	
# KTU 1.78 6						
149897	skn	skn(I)/	s:śkn (I)	n.	prefect	
