id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.17 I:1						
144140	dnil	dnil/	dnỉl	PN	Raphaite	
144141	mt	mt(II)/	mt (II)	n.	death	
144141	mt	mt[	/m-t/	vb G	to die	
144141	mt	mt(I)/	mt (I)	n.	dead person	
144142	rpi	rp(u/&i	rpủ	n.	healer	
144143	apnk	ap(I)+k	ảp (I)	adv./conj.	also	
144143	apnk	apnk	ảpnk	adv. functor of illation	then	
144144	uzr	uzr/	ủzr	adj.	clothed	
# KTU 1.17 I:2						
144145	ilm	il(I)/m	ỉl (I)	n.	god	
144146	dnil	dnil/	dnỉl	PN	Raphaite	
144147	uzr	uzr/	ủzr	adj.	clothed	
144148	ilm	il(I)/m	ỉl (I)	n.	god	
144149	ylḥm	!y!lḥm(I)[	/l-ḥ-m/ (I)	vb G	to eat	
# KTU 1.17 I:3						
144150	uzr	uzr/	ủzr	adj.	clothed	
144151	yšqy	!y!šqy[	/š-q-y/	vb G	to offer (something to) drink	
144152	bn	bn(I)/	bn (I)	n.	son	
144152	bn	bn(II)	bn (II)	prep.	between	
144152	bn	bn[	/b-n/	vb G	to understand	
144153	qdš	qdš(I)/	qdš (I)	adj.	holy	
144153	qdš	qdš(II)/	qdš (II)	n.	sanctuary	
144154	yd	yd(I)/	yd (I)	n.	hand	
# KTU 1.17 I:4						
144155	ṣth	ṣt/+h	ṣt	n.	garment	
144156	yˤl	!y!ˤl(y[	/ʕ-l-y/	vb G	to go up	
144157	w	w	w	conj.	and	
144158	yškb	!y!škb[	/š-k-b/	vb G	to lie down	
144159	yd	yd(I)/	yd (I)	n.	hand	
# KTU 1.17 I:5						
144160	mizrth	mizrt/+h	mỉzrt	n.	garment	
144161	p	p(I)	p (I)	conj. functor	and	
144161	p	p(III)/	p (III)	n. m.	mouth	
144161	p	p(II)	p (II)	adv.	here	
144162	ynlln	ynlln				DULAT: NOT FOUND
144163	hn	hn	hn	deictic functor/adv.	behold!	
144164	ym	ym(I)/	ym (I)	n.	day	
144164	ym	ym(II)/	ym (II)	n.	sea	
# KTU 1.17 I:6						
144165	w	w	w	conj.	and	
144166	ṯn	ṯn(I)/	ṯn (I)	num.	two	
144166	ṯn	ṯn(II)/	ṯn (II)	num./adj.	second	
144166	ṯn	ṯn(III)/	ṯn (III)	n.	crimson (cloth, wool, purple)	
144167	uzr	uzr/	ủzr	adj.	clothed	
