#---------------------------- KTU 1.27 1
147871	ugrt	ugrt				DULAT: NOT FOUND
#---------------------------- KTU 1.27 2
147872	ʿnt	ˤnt(I)/;ˤnt(II);ˤnt(I)/	ʕnt (I);ʕnt (II);ʕn (I)	DN;adv.;n.	sister;now;eye	ambiguous DULAT candidates: 4 (showing top 3)
#---------------------------- KTU 1.27 3
147873	kmm	kmm;kmm	kmm;km	adv.;	ditto, in the same amount;like	
147874	lbt	lbt/	lbt	n.	hoop / plate	
#---------------------------- KTU 1.27 4
147875	bʿl	bˤl[;bˤl(I)/;bˤl(II)/	/b-ʕ-l/;bʕl (I);bʕl (II)	vb;n.;n., DN	to make, manufacture; to work;labourer, unskilled labourer;lord; owner of (or resident in) a place, owner of thing, boss of a place or thing; person of superior rank	
147876	ugrt	ugrt				DULAT: NOT FOUND
#---------------------------- KTU 1.27 5
147877	w	w	w	conj.	and	
147878	ʿṣrm	ˤṣrm				DULAT: NOT FOUND
#---------------------------- KTU 1.27 6
147879	ṣlyh	ṣlyh				DULAT: NOT FOUND
147880	šrp	šrp/	šrp	n.	burnt sacrifice, burnt offering, holocaust	
#---------------------------- KTU 1.27 7
147881	ṯlṯm	ṯlṯm/;ṯlṯm(I)/	ṯlṯm;ṯlṯ (I)	num.;n. num.	thirty;three	
147882	w	w	w	conj.	and	
147883	b	b;b(II)[;b/	b;/ʕ-r-b/ (II);lb	prep.;vb;n.	in; through, on; by, at; within, inside, in, to, against, between, upon; from; with, in; of, from among;to give a guarantee or pledge, stand surety for, leave a deposit;heart	ambiguous DULAT candidates: 6 (showing top 3)
#---------------------------- KTU 1.27 8
147884	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
147885	il	il(I)/	ỉl (I)	n.	god	
147886	limm	limm(I)/	lỉm (I)	n.	people, clan	
#---------------------------- KTU 1.27 9
147887	w	w	w	conj.	and	
147888	ṯt	ṯt(I)/	ṯn (I)	num.	two	
147889	npš	npš(I)/;npš(II)/	npš (I);npš (II)	n.;n.	throat, fauces;red wool	
147890	alp	alp(I)/;alp(II)/	ảlp (I);ảlp (II)	n.;num.	(head of) cattle;(one, a) thousand	
#---------------------------- KTU 1.27 10
147891	kbd	kbd[;kbd(I)/;kbd(II)/	/k-b-d/;kbd (I);kbd (II)	vb;n.;n.	to honour, to pay homage to, welcome;liver;total (quantity or price), correct, exact number	ambiguous DULAT candidates: 4 (showing top 3)
147892	ṯ	ṯ				DULAT: NOT FOUND
#---------------------------- KTU 1.27 11
147893	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
147894	ṣpn	ṣpn/	ṣpn	TN, DN	north	
#---------------------------- KTU 1.27 12
147895	š	š/;š[;š(II)/	š;/š-l-m/;šrt (II)	n.;vb;n.	ram;to be well, do well, be in peace;?	
147896	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to, towards, up to;no, not;certainly, undoubtedly, yes	ambiguous DULAT candidates: 7 (showing top 3)
#---------------------------- KTU 1.27 13
147897	w	w	w	conj.	and	
147898	x	x				
#---------------------------- KTU 1.27 14
147899	kx	kx				DULAT: NOT FOUND
#---------------------------- KTU 1.27 15
147900	ṯlṯ	ṯlṯ(I)/;ṯlṯ(II)/;ṯlṯ(III)/	ṯlṯ (I);ṯlṯ (II);ṯlṯ (III)	n. num.;adj. ord. num.;n.	three;third;charioteer	ambiguous DULAT candidates: 4 (showing top 3)
