id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.23 1						
156987	w	w	w	conj.	and	
156988	k	+k	-k (I)			
156988	k	~k	-k (II)			
156988	k	k(III)	k (III)	Subordinating or completive functor	when	
156988	k	k(I)	k (I)	prep.	like	
156988	k	k(II)	k (II)	emph. functor	yes	
156989	rgm	rgm[	/r-g-m/	vb G	to say	
156989	rgm	rgm/	rgm	n.	word	
156990	špš	špš/	špš	n.	sun	
# KTU 2.23 2						
156991	mlk	mlk[	/m-l-k/	vb G	to reign	
156991	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
156992	rb	rb(II)/	rb (II)	n.	chief	
156992	rb	rb(I)/	rb (I)	adj.	great	
156992	rb	rb/	rb(b)	n.	drizzle	
156993	bˤly	bˤl(II)/y	bʕl (II)	n./DN	Baʿlu/Baal	
156994	u	u	ủ	conj.	or	
# KTU 2.23 3						
156995	ˤṯtrab	ˤṯtrab/	ʕṯtrab	PN	ʿṯtrab	
156996	mlakt	mlakt/	mlảkt	n.	message	
156997	ˤbdh	ˤbd(I)/+h	ʕbd (I)	n.	servant	
# KTU 2.23 4						
156998	ylak	lʔk[k	/l-ʔ-k/	vb G	to send (a message)	
156999	l	l(I)	l (I)	prep.	to	
156999	l	l(III)	l (III)	functor	certainly	
157000	bˤlk	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
157001	k	+k	-k (I)			
157001	k	~k	-k (II)			
157001	k	k(III)	k (III)	Subordinating or completive functor	when	
157001	k	k(I)	k (I)	prep.	like	
157001	k	k(II)	k (II)	emph. functor	yes	
157002	yḫpn	!y!ḫpn[:d	/ḫ-p-n/	vb G/D	to cover	
# KTU 2.23 5						
157003	mlakty	mlakt/+y	mlảkt	n.	message	
157004	ˤmh	ˤm(I)+h	ʕm (I)	prep.	to	
157005	uky	uk+y	ủk	positive emph. functor	yes	
157005	uky	uky	ủky	?	?	
# KTU 2.23 6						
157006	mlakt	mlakt/	mlảkt	n.	message	
157007	ˤbdk	ˤbd(I)/+k	ʕbd (I)	n. du.	servant	
157008	k	+k	-k (I)			
157008	k	~k	-k (II)			
157008	k	k(III)	k (III)	Subordinating or completive functor	when	
157008	k	k(I)	k (I)	prep.	like	
157008	k	k(II)	k (II)	emph. functor	yes	
157009	tmġy	!t!mġy[	/m-ġ-y/	vb G	to come	
# KTU 2.23 7						
157010	mlakt	mlakt/	mlảkt	n.	message	
157011	špš	špš/	špš	n.	sun	
157012	mlk	mlk[	/m-l-k/	vb G	to reign	
157012	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
157013	rb	rb(II)/	rb (II)	n.	chief	
157013	rb	rb(I)/	rb (I)	adj.	great	
157013	rb	rb/	rb(b)	n.	drizzle	
# KTU 2.23 8						
157014	bˤly	bˤl(II)/y	bʕl (II)	n./DN	Baʿlu/Baal	
157015	ˤmxxxxxx	ˤmxxxxxx				DULAT: NOT FOUND
# KTU 2.23 9						
157016	ydˤt	!y!(ydˤ(I)[t	/y-d-ʕ/ (I)	vb G	to know	
157017	šxx	šxx				DULAT: NOT FOUND
