id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.133 1						
154724	w	w	w	conj.	and	
154725	yˤny	!y!ˤny(I)[	/ʕ-n-y/ (I)	vb G	to answer	
154726	bn	bn(I)/	bn (I)	n. m.	son	
# KTU 1.133 2						
154727	ilm	il(I)/m	ỉl (I)	n.	god	
154728	mt	mt(II)/	mt (II)	n.	death	
154728	mt	mt[	/m-t/	vb G	to die	
154728	mt	mt(I)/	mt (I)	n.	dead person	
154729	npšm	npš(I)/	npš (I)	n.	throat	
# KTU 1.133 3						
154730	npš	npš(I)/	npš (I)	n.	throat	
154731	lbim	lbu/	lbủ	n.	lion	
# KTU 1.133 4						
154732	thw	thw/	thw	n.	steppe	
154733	w	w	w	conj.	and	
154734	npš	npš(I)/	npš (I)	n.	throat	
# KTU 1.133 5						
154735	anḫr	anḫr/	ảnḫr	n.	dolphin	
154736	b	b	b	prep.	in	
154737	ym	ym(I)/	ym (I)	n.	day	
154737	ym	ym(II)/	ym (II)	n.	sea	
# KTU 1.133 6						
154738	brkyt	brkyt				DULAT: NOT FOUND
154739	kšbšt	kšbšt				DULAT: NOT FOUND
# KTU 1.133 7						
154740	k	+k	-k (I)			
154740	k	~k	-k (II)			
154740	k	k(III)	k (III)	Subordinating or completive functor	when	
154740	k	k(I)	k (I)	prep.	like	
154740	k	k(II)	k (II)	emph. functor	yes	
154741	rumm	rum/	rủm	n.	wild bull	
154742	hm	hm(II)	hm (II)	conj./interr. functor	if	
154742	hm	hm(I)	hm (I)	pers. pn.	they	
# KTU 1.133 8						
154743	ˤn	ˤn(I)/	ʕn (I)	n.	eye	
154743	ˤn	ˤn[	/ʕ-n/	vb G	to see	
154743	ˤn	ˤn(II)/	ʕn (II)	n.	furrow	
154744	kḏd	ḏd(II)/	ḏd (II)	n.	grotto	Based on DULAT reconstruction.
154744	kḏd	kḏd	kḏd	→	?	
154744	kḏd	ḏd(I)/	ḏd (I)	n.	breast	Based on DULAT reconstruction.
154745	aylt	aylt(I)/	ảylt (I)	n.	hind	
# KTU 1.133 9						
154746	mt	mt(II)/	mt (II)	n.	death	
154746	mt	mt[	/m-t/	vb G	to die	
154746	mt	mt(I)/	mt (I)	n.	dead person	
154747	hm	hm(II)	hm (II)	conj./interr. functor	if	
154747	hm	hm(I)	hm (I)	pers. pn.	they	
154748	ks	ks(I)/	ks (I)	n.	cup	
154748	ks	ks/	ks/śm(n)	n.	emmer-corn	
154749	ym	ym(I)/	ym (I)	n.	day	
154749	ym	ym(II)/	ym (II)	n.	sea	
# KTU 1.133 10						
154750	sk	sk(I)/	sk (I)	n.	coverlet	
154751	nhr	nhr/	nhr	n.	river	
154752	hm	hm(II)	hm (II)	conj./interr. functor	if	
154752	hm	hm(I)	hm (I)	pers. pn.	they	
# KTU 1.133 11						
154753	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
154754	ydty	yd(I)/	yd (I)	n.	hand	
154755	b	b	b	prep.	in	
154756	ṣˤ	ṣˤ(I)/	ṣʕ (I)	n.	plate / wide bowl / platter	
# KTU 1.133 12						
154757	xšbˤ	xšbˤ				DULAT: NOT FOUND
154758	rbt	rb(I)/t	rb (I)	adj. f.	great	
154758	rbt	rbt/	rb(b)t	num.	ten thousand	
154758	rbt	rbt(I)/	rbt (I)	n.	Lady	
# KTU 1.133 13						
154759	xxx	xxx				
154760	qbẓ	qbẓ	qbẓ	?	?	
154761	ṯmt	ṯm	ṯm	adv.	there	
# KTU 1.133 14						
154762	xxxm	xxxm				DULAT: NOT FOUND
154763	ẓbm	ẓby/	ẓby	n.	gazelle	
154764	ṯr	ṯr(I)/	ṯr (I)	n.	bull	
# KTU 1.133 15						
154765	xxbn	xxbn				DULAT: NOT FOUND
154766	ilm	il(I)/m	ỉl (I)	n.	god	
# KTU 1.133 16						
154767	mt	mt(II)/	mt (II)	n.	death	
154767	mt	mt[	/m-t/	vb G	to die	
154767	mt	mt(I)/	mt (I)	n.	dead person	
154768	šmḥ	šmḫ[	/š-m-ḫ/	vb G	to be glad	
154769	p	p(I)	p (I)	conj. functor	and	
154769	p	p(III)/	p (III)	n. m.	mouth	
154769	p	p(II)	p (II)	adv.	here	
154770	ydd	ydd(I)/	ydd (I)	adj.	loved	
# KTU 1.133 17						
154771	il	il(I)/	ỉl (I)	n.	god	
154772	ġzr	ġzr/	ġzr	n.	lad	
154773	b	b	b	prep.	in	
# KTU 1.133 18						
154774	b	b	b	prep.	in	
154775	abn	ab/+n	ảb	n.	father	
154775	abn	abn/	ảbn	n.	stone	
154775	abn	!(ʔ&a!bn[	/b-n/	vb G	to understand	
154776	ˤ	?	?	?	?	
154777	z	d	d	det. or rel. functor	the one(s) of	Based on DULAT reconstruction.
154777	z	z	z	→	?	
154778	w	w	w	conj.	and	
# KTU 1.133 19						
154779	rgbt	rgbt/	rgbt	n.	respect	
154780	zbl	zbl(I)/	zbl (I)	n.	prince	
154780	zbl	zbl(III)/	zbl (III)	n.	one carried	
