id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 3.17 1						
161566	x	x				
# KTU 3.17 2						
161567	x	x				
# KTU 3.17 3						
161568	kd	kd(I)/	kd (I)	n.	jar	
161569	ššl	ššl/	ššl	PN	ššl	
# KTU 3.17 4						
161570	kd	kd(I)/	kd (I)	n.	jar	
161571	ykn	!y!kn[	/k-n/	vb G	to be (stable)	
161572	bn	bn(I)/	bn (I)	n.	son	
161572	bn	bn(II)	bn (II)	prep.	between	
161572	bn	bn[	/b-n/	vb G	to understand	
161573	ˤbdṯrm	ˤbdṯrm/	ʕbdṯrm	PN	ʿbdṯrm	
# KTU 3.17 5						
161574	kd	kd(I)/	kd (I)	n.	jar	
161575	ˤbdil	ˤbdil				DULAT: NOT FOUND
# KTU 3.17 6						
161576	ṯlṯ	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
161576	ṯlṯ	ṯlṯ(V)/	ṯlṯ (V)	n.	copper	
161576	ṯlṯ	ṯlṯ(II)/	ṯlṯ (II)	adj. ord. num.	third	
161577	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161578	bn	bn(I)/	bn (I)	n.	son	
161578	bn	bn(II)	bn (II)	prep.	between	
161578	bn	bn[	/b-n/	vb G	to understand	
161579	srġ	srġ				DULAT: NOT FOUND
# KTU 3.17 7						
161580	kd	kd(I)/	kd (I)	n.	jar	
161581	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161582	ẓrm	ẓr(I)/+m(I)	ẓr (I)	n.	back	
161582	ẓrm	ẓrm/	ẓrm	PN	ẓrm	
# KTU 3.17 8						
161583	kd	kd(I)/	kd (I)	n.	jar	
161584	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161585	śz	z/	śz	PN	śz	
161586	bn	bn(I)/	bn (I)	n.	son	
161586	bn	bn(II)	bn (II)	prep.	between	
161586	bn	bn[	/b-n/	vb G	to understand	
161587	pls	pls				DULAT: NOT FOUND
# KTU 3.17 9						
161588	kd	kd(I)/	kd (I)	n.	jar	
161589	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
161590	ynḥm	ynḥm/	ynḥm	PN	ynḥm	
# KTU 3.17 10						
161591	k	+k	-k (I)			
161591	k	~k	-k (II)			
161591	k	k(III)	k (III)	Subordinating or completive functor	when	
161591	k	k(I)	k (I)	prep.	like	
161591	k	k(II)	k (II)	emph. functor	yes	
# KTU 3.17 11						
161592	kd	kd(I)/	kd (I)	n.	jar	
161593	xxxxxx	xxxxxx				
161594						
