#---------------------------- KTU 1.41 1
148440	b	b	b	prep.	in
148441	yrḫ	yrḫ/	yrḫ	n. m.	moon
148442	riš	riš(I)/	rỉš (I)	n. m.	head
148443	yn	yn/	yn	n. m.	wine
148444	b	b	b	prep.	in
148445	ym	ym(I)/;ym(II)/	ym (I);ym (II)	n. m.;n. m.	day;sea
148446	ḥdṯ	ḥdṯ(I)/;ḥdṯ(II)/	ḥdṯ (I);ḥdṯ (II)	adj.;n. m.	new;new moon
#---------------------------- KTU 1.41 2
148447	šmtr	šmtr(I)/	šmtr (I)	n. m.	cutting
148448	uṯkl	uṯkl/	ủṯkl	n. m.	bunch
148449	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
148450	il	il(I)/	ỉl (I)	n. m.	god
148451	šlmm	šl(II)/m	šlm (II)	n. m.	communion victim / sacrifice
#---------------------------- KTU 1.41 3
148452	b	b	b	prep.	in
148453	ṯlṯṯ	?	?	?	?	DULAT: NOT FOUND
148454	ˤšrt	ˤšrt(II)/	ʕšrt (II)	n. f.	group of ten
148455	yrtḫṣ	?	?	?	?	DULAT: NOT FOUND
148456	mlk	mlk[;mlk(II)/	/m-l-k/;mlk (II)	vb;n. m.	to reign;kingdom (power and territory)
148457	brr	brr/;br/	brr;br(r)	adj. m.;n. m.	pure;tin
#---------------------------- KTU 1.41 4
148458	b	b	b	prep.	in
148459	arbˤt	arbˤ/	ảrbʕ	num.	four
148460	ˤšrt	ˤšrt(II)/	ʕšrt (II)	n. f.	group of ten
148461	riš	riš(I)/	rỉš (I)	n. m.	head
148462	argmn	!a!rgm[;a/	/r-g-m/;ả	vb;n.	to say;payment of tribute to the Hittite court
#---------------------------- KTU 1.41 5
148463	w	w	w	conj.	and
148464	ṯn	ṯn(I)/	ṯn (I)	num.	two
148465	šm	šm(I)/;š/	šm (I);š	n. m.;n. m.	name;ram
148466	lbˤlt	?	?	?	?	DULAT: NOT FOUND
148467	bhtm	b(II)/t=	bt (II)	n. m.	house
148468	ˤṣrm	ˤṣr(I)/+m(I);ˤṣr(I)/+m(II)	ʕṣr (I),-m (I);ʕṣr (I),-m (II)	n. f.,morph.;n. f.,emph. or det. encl. morph.	bird,;bird,und das (ist) so!
148469	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
148470	inš	inš/	ỉnš	n. m.	people
#---------------------------- KTU 1.41 6
148471	ilm	il(I)/m	ỉl (I)	n. m.	god
148472	w	w	w	conj.	and
148473	šdd	šd(I)/+d;šd(II)/+d;šdy[+d	šd (I),-d;šd (II),-d;/š-d-y/,-d	n. m.,→;n. m.,→;vb,→	open field,;a strip,;to pour,
148474	ilš	?	?	?	?	DULAT: NOT FOUND
148475	š	š/	š	n. m.	ram
148476	ilhm	il(I)/+hm	ỉl (I),-hm	n. m.,pers. pn./morph.	god,their
148477	mlk	mlk[;mlk(II)/	/m-l-k/;mlk (II)	vb;n. m.	to reign;kingdom (power and territory)
#---------------------------- KTU 1.41 7
148478	yṯb	!y!(yṯb[	/y-ṯ-b/	vb	to sit down
148479	brr	brr/;br/	brr;br(r)	adj. m.;n. m.	pure;tin
148480	wmḥy	?	?	?	?	DULAT: NOT FOUND
148481	pnhxw	?	?	?	?	DULAT: NOT FOUND
148482	qra	qrʔ[	/q-r-ʔ/	vb	to call
#---------------------------- KTU 1.41 8
148483	ym	ym(I)/;ym(II)/	ym (I);ym (II)	n. m.;n. m.	day;sea
148484	ˤlm	ˤl(I)	ʕl (I)	prep.	upon
148485	yˤrbt	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.41 9
148486	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes
148487	ˤgml	?	?	?	?	DULAT: NOT FOUND
148488	xs	?	?	?	?	DULAT: NOT FOUND
148489	w	w	w	conj.	and
148490	x	?	?	?	?
148491	xdqtm	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.41 10
148492	w	w	w	conj.	and
148493	ynt	ynt/	ynt	n. f.	dove
148494	qrt	qrt(I)/	qrt (I)	n. f.	city
148495	yˤdb	!y!ˤdb[	/ʕ-d-b/	vb	to leave > to put in
148496	lˤnt	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.41 11
148497	w	w	w	conj.	and
148498	alp	alp(I)/;alp(II)/	ảlp (I);ảlp (II)	n. m.;num.	(head of) cattle;(one
148499	š	š/	š	n. m.	ram
148500	lil	?	?	?	?	DULAT: NOT FOUND
148501	w	w	w	conj.	and
148502	burbt	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.41 12
148503	ytk	ntk[	/n-t-k/	vb	to spill
148504	gdlt	gdl(I)/t=	gdlt (I)	n. f.	head of cattle
148505	ilhm	il(I)/+hm	ỉl (I),-hm	n. m.,pers. pn./morph.	god,their
148506	ṯkmn	ṯkm/+n(I);ṯkm/+n(II);ṯkm/+n(III)	ṯkm,-n (I);ṯkm,-n (II);ṯkm,-n (III)	n. m.,morph.;n. m.,pers. pn./morph./vb;n. m.,pers. pn./morph.	shoulder,Sun;shoulder,me;shoulder,our
148507	w	w	w	conj.	and
148508	šnm	šnw[+m(I);šnw[+m(II)	/š-n-w/,-m (I);/š-n-w/,-m (II)	vb,morph.;vb,emph. or det. encl. morph.	to change: a) reflex.,;to change: a) reflex.,und das (ist) so!
#---------------------------- KTU 1.41 13
148509	dqt	dqt(I)/	dqt (I)	adj. f. or n. f.	small
148510	ršp	ršp/	ršp	DN	Rašap
148511	dqtšrp	?	?	?	?	DULAT: NOT FOUND
148512	w	w	w	conj.	and
148513	šlmm	šl(II)/m	šlm (II)	n. m.	communion victim / sacrifice
148514	dqtm	dqt(I)/	dqt (I)	adj. f. or n. f.	small
#---------------------------- KTU 1.41 14
148515	ilh	ilh/;il(I)/t=	ỉlh;ỉlt (I)	DN;n. f.	the ‘Divine One’;goddess
148516	alp	alp(I)/;alp(II)/	ảlp (I);ảlp (II)	n. m.;num.	(head of) cattle;(one
148517	w	w	w	conj.	and
148518	š	š/	š	n. m.	ram
148519	ilhm	il(I)/+hm	ỉl (I),-hm	n. m.,pers. pn./morph.	god,their
148520	gdlt	gdl(I)/t=	gdlt (I)	n. f.	head of cattle
148521	ilhm	il(I)/+hm	ỉl (I),-hm	n. m.,pers. pn./morph.	god,their
#---------------------------- KTU 1.41 15
148522	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n. m./DN;n. m.;vb	Baʿlu;labourer;to make
148523	š	š/	š	n. m.	ram
148524	aṯtrt	?	?	?	?	DULAT: NOT FOUND
148525	š	š/	š	n. m.	ram
148526	ṯkmn	ṯkm/+n(I);ṯkm/+n(II);ṯkm/+n(III)	ṯkm,-n (I);ṯkm,-n (II);ṯkm,-n (III)	n. m.,morph.;n. m.,pers. pn./morph./vb;n. m.,pers. pn./morph.	shoulder,Sun;shoulder,me;shoulder,our
148527	wšnm	?	?	?	?	DULAT: NOT FOUND
148528	š	š/	š	n. m.	ram
#---------------------------- KTU 1.41 16
