id	surface form	morphological parsing	DULAT	POS	gloss	comments
153463	šm	šm(I)/	šm (I)	n.	name	
# KTU 1.109 26						
153464	l	l(I)	l (I)	prep.	to	
153464	l	l(III)	l (III)	functor	certainly	
153465	gṯrm	gṯr/+m(I)	gṯr	DN	Gaṯaru/Gašru/eponym of the dead and deified kings	
153466	ġṣb	ġṣb/	ġṣb	n.	abundance of the fur	
153467	šmal	šmal/	šmảl	adj. or n.	left	
# KTU 1.109 27						
153468	d	d	d	det. or rel. functor	the one(s) of	
153469	alpm	alp(I)/m	ảlp (I)	n.	(head of) cattle	
153469	alpm	alp(II)/	ảlp (II)	num.	(one, a) thousand	
153470	w	w	w	conj.	and	
153471	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
153471	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
153472	wš	?		?	?	DULAT: NOT FOUND
# KTU 1.109 28						
153473	šrp	šrp/	šrp	n.	burnt sacrifice	
153474	w	w	w	conj.	and	
153475	šlmm	šlm(II)/~m	šlm (II)	n. m.	communion victim / sacrifice	
153475	šlmm	šlm(II)/m	šlm (II)	n. m.	communion victim / sacrifice	
153476	kmm	kmm	kmm	adv.	ditto	
# KTU 1.109 29						
153477	l	l(I)	l (I)	prep.	to	
153478	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
153479	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
153480	bˤrˤr	bˤrˤr				DULAT: NOT FOUND
# KTU 1.109 30						
153481	pamt	pa/m	pảm(t)	n.	time	
153482	ṯlṯm	ṯlṯm/	ṯlṯm	num.	thirty	
153483	šl	šl[	/š-l(-l)/	vb G	to plunder	
153484	qẓrt	qẓrt/	qẓrt	n.	brazier	
# KTU 1.109 31						
153485	ṯlḥn	ṯlḥn/	ṯlḥn	n.	table	
153486	bˤlt	bˤlt/	bʕlt	n.	lady	
153487	bhtm	bt(II)/	bt (II)	n.	house	
# KTU 1.109 32						
153488	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
153489	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
153490	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
153491	l	l(I)	l (I)	prep.	to	
153492	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
# KTU 1.109 33						
153493	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
153494	ḫlb	ḫlb(I)/	ḫlb (I)	n.	massif	
153495	txxḥd	txxḥd				DULAT: NOT FOUND
153496	dqt	dqt(I)/	dqt (I)	adj. or n.	small	
# KTU 1.109 34						
153497	l	l(I)	l (I)	prep.	to	
153498	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
153499	š	š/	š	n.	ram	
153500	l	l(I)	l (I)	prep.	to	
153501	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
153502	ugrt	ugrt/	ủgrt	TN	Ugarit	
153503	š	š/	š	n.	ram	
# KTU 1.109 35						
153504	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
153505	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
153506	lbˤl	lbˤl				DULAT: NOT FOUND
# KTU 1.109 36						
153507	ugrt	ugrt/	ủgrt	TN	Ugarit	
153508	ˤnt	ˤn(I)/t=	ʕn (I)	n.	eye	
153508	ˤnt	ˤn(t(I)/t	ʕnt (I)	DN	ʿAnatu/Anat	
153508	ˤnt	ˤnt(II)	ʕnt (II)	adv.	now	
153509	ṣpnxxx	ṣpnxxx				DULAT: NOT FOUND
# KTU 1.109 37						
153510	šlmm	šlm(II)/~m	šlm (II)	n. m.	communion victim / sacrifice	
153510	šlmm	šlm(II)/m	šlm (II)	n. m.	communion victim / sacrifice	
