id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 2.18 1						
156857	x	?	?	?	?	
156858	bt	bt(II)/; bt(I)/; bt(III)/	bt (II); bt (I); bt (III)	n. m.; n. f.; n. m.	house; daughter; length	
# KTU 2.18 2						
156859	n	l(I); ˤl(I); mġy[	l (I); ʕl (I); /m-ġ-y/	prep.; prep.; vb	to; upon; to come	
156860	šḥr	šḥr/	šḥr	n. m.	dawn	
156861		?	?	?	?	
# KTU 2.18 3						
156862	x	?	?	?	?	
156863	al	al(I); al(II)	ảl (I); ảl (II)	neg. functor; pos. functor	no; surely	
156864	ytbˤ	?	?	?	?	DULAT: NOT FOUND
# KTU 2.18 4						
156865	l	l(I); l(II); l(III)	l (I); l (II); l (III)	prep.; adv.; functor	to; no; certainly	
156866	adn	adn(I)/	ảdn (I)	n. m.	lord	
156867	ḥwt	ḥwt/	ḥwt	n. f.	country	
# KTU 2.18 5						
156868	h	ˤl(I); aḫt(I)/; hnd/	ʕl (I); ảḫt (I); hnd	prep.; n. f.; dem. adj./pn.	upon; sister (related by blood); this	
156869	w	w	w	conj.	and	
156870	yššil	?	?	?	?	DULAT: NOT FOUND
# KTU 2.18 6						
156871	ġlp	ġlp/	ġlp	n. m.	husk	
