#---------------------------- KTU 1.121 1
154327	u	u;u[	ủ;/ḫ-r-ʔ/	conj.;vb	or;to defecate	
154328	bqṭt	bqṭt				DULAT: NOT FOUND
154329	tqṭṭ	tqṭṭ[	/q-ṭ(-ṭ)/	vb	to commit transgression	
#---------------------------- KTU 1.121 2
154330	u	u;u[	ủ;/ḫ-r-ʔ/	conj.;vb	or;to defecate	
154331	šn	šn[	/š-n-w/	vb	to change: a) reflex., to be disfigured, deformed; b) act., to transform	
154332	ypkm	ypkm/	yp	n.	dignity, honour	
154333	ldbḥm	ldbḥm				DULAT: NOT FOUND
#---------------------------- KTU 1.121 3
154334	wl	wl				DULAT: NOT FOUND
154335	ṯʿ	ṯˤ(I)/;ṯˤ(II)/	ṯʕ (I);ṯʕ (II)	n.;n.	offering;Hero	
154336	dbḥn	dbḥn/	dbḥ	n.	sacrifice, (sacrificial) banquet	
#---------------------------- KTU 1.121 4
154337	ndbḥ	ndbḥ[	/d-b-ḥ/	vb	to sacrifice	
154338	hw	hw/	hw	pers. pn.	he, it	
154339	ṯʿ	ṯˤ(I)/;ṯˤ(II)/	ṯʕ (I);ṯʕ (II)	n.;n.	offering;Hero	
154340	nṯʿ	nṯˤ				DULAT: NOT FOUND
#---------------------------- KTU 1.121 5
154341	yhw	yhw				DULAT: NOT FOUND
154342	nkt	nkt[;nkt/	/n-k-t/;nkt	vb;n.	to immolate;immolation	
154343	nkt	nkt[;nkt/	/n-k-t/;nkt	vb;n.	to immolate;immolation	
#---------------------------- KTU 1.121 6
154344	wnpy	wnpy				DULAT: NOT FOUND
154345	gr	gr(I)/;gr[	gr (I);/g-r(-y)/	n.;vb	protected; guest, foreigner;to attack	
154346	ḥmyt	ḥmyt(I)/	ḥmt (I)	n.	wall	
#---------------------------- KTU 1.121 7
154347	ugrt	ugrt				DULAT: NOT FOUND
#---------------------------- KTU 1.121 8
154348	w	w	w	conj.	and	
154349	npy	npy/	npy	n.	purification	
#---------------------------- KTU 1.121 9
154350	nqmd	nqmd				DULAT: NOT FOUND
#---------------------------- KTU 1.121 10
154351	u	u;u[	ủ;/ḫ-r-ʔ/	conj.;vb	or;to defecate	
154352	šnypkn	šnypkn				DULAT: NOT FOUND
#---------------------------- KTU 1.121 11
154353	ulp	ulp				DULAT: NOT FOUND
