#---------------------------- KTU 1.142 1
154940	dbḥt	dbḥt/	dbḥt	n.	A mode or manner of slaughter	
154941	byy	b+y(I);b+y(II)	b,-y (I);b,-y (II)	prep.,prep.;prep.,postp. functor	in,my;in,yes	
154942	bn	bn(I)/;bn(II);bn[	bn (I);bn (II);/b-n/	n.;prep.;vb	son;between;to understand	
#---------------------------- KTU 1.142 2
154943	ṭry	ṭry(I)/	ṭry (I)	adj.	fresh food	
154944	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
154945	ˤṯtr	ˤṯtr				DULAT: NOT FOUND
#---------------------------- KTU 1.142 3
154946	d	d	d	det. or rel. functor	the one(s) of	
154947	b	b	b	prep.	in	
154948	tbr	tbr				DULAT: NOT FOUND
