id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.58 1						
158592	mx	mx				DULAT: NOT FOUND
# KTU 2.58 2						
158593	rgm	rgm[	/r-g-m/	vb G	to say	
158593	rgm	rgm/	rgm	n.	word	
158594	ṯṯb	]š]ṯb[b	/ṯ-b/	vb Š	to return	
# KTU 2.58 3						
158595	x	x				
158596	amr	amr(I)/	ảmr (I)	n.	order	
# KTU 2.58 4						
158597	y	+y, [y	-y (I)	prep. functor	my	
158597	y	~y	-y (II)	prep. functor	indeed	
158597	y	y	y	prep. functor	oh!	
158598	gt	gt/	gt	n./element of TNN	gittu	
# KTU 2.58 5						
158599	xġ	xġ				DULAT: NOT FOUND
158600	txxg	txxg				DULAT: NOT FOUND
# KTU 2.58 6						
158601						
158602						
# KTU 2.58 7						
158603	p	p(I)	p (I)	conj. functor	and	
158603	p	p(III)/	p (III)	n. m.	mouth	
158603	p	p(II)	p (II)	adv.	here	
158604	x	x				
# KTU 2.58 8						
158605	t	/t, /t=				
158605	t	[t, [t=, [t==, [t===				
# KTU 2.58 9						
158606	k	+k	-k (I)			
158606	k	~k	-k (II)			
158606	k	k(III)	k (III)	Subordinating or completive functor	when	
158606	k	k(I)	k (I)	prep.	like	
158606	k	k(II)	k (II)	emph. functor	yes	
# KTU 2.58 10						
158607	x	x				
# KTU 2.58 11						
158608						
