id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.16 I:1						
143190	l	l(I)	l (I)	prep.	to	
143190	l	l(III)	l (III)	functor	certainly	
143191	krt	krt/	krt	PN	krt	
# KTU 1.16 I:2						
143192	k	+k	-k (I)			
143192	k	~k	-k (II)			
143192	k	k(III)	k (III)	Subordinating or completive functor	when	
143192	k	k(I)	k (I)	prep.	like	
143192	k	k(II)	k (II)	emph. functor	yes	
143193	klb	klb(I)/	klb (I)	n.	dog	
143194	b	b	b	prep.	in	
143195	btk	bt(II)/+k	bt (II)	n.	house	
143196	nˤtq	!n!](n]ˤtq[	/ʕ-t-q/	vb N	to pass	
143197	k	+k	-k (I)			
143197	k	~k	-k (II)			
143197	k	k(III)	k (III)	Subordinating or completive functor	when	
143197	k	k(I)	k (I)	prep.	like	
143197	k	k(II)	k (II)	emph. functor	yes	
143198	inr	inr/	ỉnr	n.	dog	
# KTU 1.16 I:3						
143199	ap	ap(I)	ảp (I)	adv./conj.	also	
143199	ap	ap(II)/	ảp (II)	n. m.	nose	
143200	ḫštk	ḫšt/+k	ḫšt	n.	sepulchre	
143201	ap	ap(I)	ảp (I)	adv./conj.	also	
143201	ap	ap(II)/	ảp (II)	n. m.	nose	
143202	ab	ab/	ảb	n.	father	
143203	ik	ik	ỉk	interr. functor	how?	
143204	mtm	mt(II)/~m	mt (II)	n.	death	
143204	mtm	mt[~m	/m-t/	vb G	to die	
143204	mtm	mt(I)/m	mt (I)	n.	dead person	
# KTU 1.16 I:4						
143205	tmtn	!t!mt[n	/m-t/	vb G	to die	
143206	u	u	ủ	conj.	or	
143207	ḫštk	ḫšt/+k	ḫšt	n.	sepulchre	
143208	l	l(III)	l (III)	functor	certainly	
143209	ntn	ytn[	/y-t-n/	vb	to give	
# KTU 1.16 I:5						
143210	ˤtq	ˤtq/	ʕtq	adj.	perennial	
143211	bd	b	b	prep.	in	
143212	aṯt	aṯt/	ảṯt	n.	woman	
