#---------------------------- KTU 1.168 1
155554	id	id	ỉd	conj.	when	
155555	yph	phy[	/p-h-y/	vb	to see	
155556	mlk	mlk[;mlk(II)/	/m-l-k/;mlk (II)	vb;n.	to reign;kingdom (power and territory)	
155557	ršp	ršp/	ršp	DN	Rašap	
#---------------------------- KTU 1.168 2
155558	ḥgb	ḥgb/	ḥgb	n.	locust	
155559	ap	ap(I);ap(II)/	ảp (I);ảp (II)	adv./conj.;n.	also;nose	
155560	w	w	w	conj.	and	
155561	npš	npš(I)/	npš (I)	n.	throat	
#---------------------------- KTU 1.168 3
155562	ksp	ksp/	ksp	n.	silver	
155563	w	w	w	conj.	and	
155564	ḫrṣ	ḫrṣ/	ḫrṣ	n.	gold	
155565	kmm	kmm	kmm	adv.	ditto	
#---------------------------- KTU 1.168 4
155566	w	w	w	conj.	and	
155567	txxx	txxx				DULAT: NOT FOUND
155568	š	š/	š	n.	ram	
#---------------------------- KTU 1.168 5
155569	xxššr	xxššr				DULAT: NOT FOUND
#---------------------------- KTU 1.168 6
155570	w	w	w	conj.	and	
155571	šl	šl[	/š-l(-l)/	vb	to plunder	
#---------------------------- KTU 1.168 7
155572	kstxxxl	kstxxxl				DULAT: NOT FOUND
155573	x	x				
#---------------------------- KTU 1.168 8
155574	id	id	ỉd	conj.	when	
155575	yph	phy[	/p-h-y/	vb	to see	
155576	mlk	mlk[;mlk(II)/	/m-l-k/;mlk (II)	vb;n.	to reign;kingdom (power and territory)	
155577	ˤnt	ˤnt(I)/;ˤnt(II);ˤn(I)/	ʕnt (I);ʕnt (II);ʕn (I)	DN;adv.;n.	sister;now;eye	
#---------------------------- KTU 1.168 9
155578	slḫ	slḫ(I)/	slḫ (I)	n.	befeuchtet	
155579	ap	ap(I);ap(II)/	ảp (I);ảp (II)	adv./conj.;n.	also;nose	
155580	w	w	w	conj.	and	
155581	npš	npš(I)/	npš (I)	n.	throat	
155582	ksp	ksp/	ksp	n.	silver	
#---------------------------- KTU 1.168 10
155583	w	w	w	conj.	and	
155584	ḫrṣ	ḫrṣ/	ḫrṣ	n.	gold	
155585	kmm	kmm	kmm	adv.	ditto	
155586	alp	alp(I)/;alp(II)/	ảlp (I);ảlp (II)	n.;num.	(head of) cattle;(one	
#---------------------------- KTU 1.168 11
155587	w	w	w	conj.	and	
155588	š	š/	š	n.	ram	
155589	šrp	šrp/	šrp	n.	burnt sacrifice	
155590	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
155591	ˤnt	ˤnt(I)/;ˤnt(II);ˤn(I)/	ʕnt (I);ʕnt (II);ʕn (I)	DN;adv.;n.	sister;now;eye	
#---------------------------- KTU 1.168 12
155592	w	w	w	conj.	and	
155593	šlmm	šlm(II)/	šlm (II)	n.	communion victim / sacrifice	
#---------------------------- KTU 1.168 13
155594	kmm	kmm	kmm	adv.	ditto	
155595	š	š/	š	n.	ram	
155596	lˤnt	lˤnt				DULAT: NOT FOUND
#---------------------------- KTU 1.168 14
155597	xnt	xnt				DULAT: NOT FOUND
#---------------------------- KTU 1.168 15
155598	alit	alit				DULAT: NOT FOUND
155599	š	š/	š	n.	ram	
#---------------------------- KTU 1.168 16
155600	šp	šp				DULAT: NOT FOUND
#---------------------------- KTU 1.168 17
155601	dm	dm(I);dm(II)/;ˤbd(I)/	dm (I);dm (II);ʕbd (I)	functor;n.;n.	since;blood;servant	
#---------------------------- KTU 1.168 18
155602						
155603	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes	
#---------------------------- KTU 1.168 19
155604	qb	qb				DULAT: NOT FOUND
#---------------------------- KTU 1.168 20
155605						
#---------------------------- KTU 1.168 21
155606	xxxxx	xxxxx				
#---------------------------- KTU 1.168 22
155607	xx	xx				
155608	trdxḥl	trdxḥl				DULAT: NOT FOUND
#---------------------------- KTU 1.168 23
155609	mlkxl	mlkxl				DULAT: NOT FOUND
#---------------------------- KTU 1.168 24
155610	xmš	xmš				DULAT: NOT FOUND
#---------------------------- KTU 1.168 25
155611	xixx	xixx				DULAT: NOT FOUND
