id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.31 1						
157255	xx	xx				
157256	xxxx	xxxx				
# KTU 2.31 2						
157257	xxx	xxx				
157258	nky	nky				DULAT: NOT FOUND
# KTU 2.31 3						
157259	xxqḥ	xxqḥ				DULAT: NOT FOUND
157260	ank	ank	ảnk	pers. pn.	I	
# KTU 2.31 4						
157261	xxxˤly	xxxˤly				DULAT: NOT FOUND
157262	k	+k	-k (I)			
157262	k	~k	-k (II)			
157262	k	k(III)	k (III)	Subordinating or completive functor	when	
157262	k	k(I)	k (I)	prep.	like	
157262	k	k(II)	k (II)	emph. functor	yes	
# KTU 2.31 5						
157263	xxxrt	xxxrt				DULAT: NOT FOUND
157264	bt	bt(II)/	bt (II)	n.	house	
157264	bt	bt(I)/	bt (I)	n.	daughter	
157264	bt	bt(III)/	bt (III)	n.	length	
157265	t	/t, /t=				
157265	t	[t, [t=, [t==, [t===				
# KTU 2.31 6						
157266	xxx	xxx				
157267	xxank	xxank				DULAT: NOT FOUND
# KTU 2.31 7						
157268	xxx	xxx				
157269	xxhn	xxhn				DULAT: NOT FOUND
157270	xx	xx				
# KTU 2.31 8						
157271	xxxiph	xxxiph				DULAT: NOT FOUND
157272	w	w	w	conj.	and	
# KTU 2.31 9						
157273	xxx	xxx				
157274	xxlr	xxlr				DULAT: NOT FOUND
# KTU 2.31 10						
157275	xxx	xxx				
157276	xxxx	xxxx				
# KTU 2.31 11						
157277						
# KTU 2.31 12						
157278						
# KTU 2.31 13						
157279	xxx	xxx				
157280	xxx	xxx				
157281	xxx	xxx				
# KTU 2.31 14						
157282	xxx	xxx				
157283	xxx	xxx				
157284	xx	xx				
157285	al	al(I)	ảl (I)	neg. functor	no	
157285	al	al(II)	ảl (II)	pos. functor	surely	
157286	tšt	!t!št[	/š-t/	vb G	to place	
# KTU 2.31 15						
157287	xxxx	xxxx				
157288	xxxl	xxxl				DULAT: NOT FOUND
157289	ksiy	ksi/+y	ks/śủ	n.	seat	
157290	w	w	w	conj.	and	
157291	prˤ	prˤ(I)/	prʕ (I)	n.	first fruit	
157291	prˤ	prˤ[:d	/p-r-ʕ/	vb G/D	to wash	
157291	prˤ	prˤ(II)/	prʕ (II)	adj.	first	
# KTU 2.31 16						
157292	xxx	xxx				
157293	xxx	xxx				
157294	xxx	xxx				
157295	prˤ	prˤ(I)/	prʕ (I)	n.	first fruit	
157295	prˤ	prˤ[:d	/p-r-ʕ/	vb G/D	to wash	
157295	prˤ	prˤ(II)/	prʕ (II)	adj.	first	
157296	ank	ank	ảnk	pers. pn.	I	
157297	š	š/	š	n.	ram	
# KTU 2.31 17						
157298	xxx	xxx				
157299	xxx	xxx				
157300	xxank	xxank				DULAT: NOT FOUND
157301	nši	nš(ʔ&i[	/n-š-ʔ/	vb G	to raise	
157302						
# KTU 2.31 18						
157303	xxx	xxx				
157304	xxx	xxx				
157305	xxxṯbr	xxxṯbr				DULAT: NOT FOUND
157306	ḫss	ḫss/	ḫss	element of DN	Ḫasisu/Khasis	
157307	r	?	?	?	?	
# KTU 2.31 19						
157308	xxx	xxx				
157309	xxx	xxx				
157310	xxxxyšt	xxxxyšt				DULAT: NOT FOUND
157311	bxxx	bxxx				DULAT: NOT FOUND
# KTU 2.31 20						
157312	xxx	xxx				
157313	xxx	xxx				
157314	xxx	xxx				
157315	xxxxxxx	xxxxxxx				
157316	xxx	xxx				
157317	xxx	xxx				
157318	xxxḥd	xxxḥd				DULAT: NOT FOUND
# KTU 2.31 21						
157319	pkn	p(I)+kn	p (I)	conj. functor	and	
157319	pkn	p(III)/+kn	p (III)	n.	mouth	
157319	pkn	p(III)/+n	p (III)	n.	mouth	
# KTU 2.31 22						
157320	š	š/	š	n.	ram	
157321	an	an(I)	ản (I)	pers. pn.	I	
157321	an	an(II)	ản (II)	adv.	wherever	
# KTU 2.31 23						
157322	xlm	xlm				DULAT: NOT FOUND
157323	ank	ank	ảnk	pers. pn.	I	
# KTU 2.31 24						
157324	ḥ	lqḥ[	/l-q-ḥ/	vb G/N	to get hold of	
157325	asrm	asr/m	ảsr	n.	prisoner	
# KTU 2.31 25						
157326	dbḥn	dbḥ/	dbḥ	n.	sacrifice	
# KTU 2.31 26						
157327	rḫ	rḫ				DULAT: NOT FOUND
157328	w	w	w	conj.	and	
157329	šqrb	]š]qrb[	/q-r-b/	vb Š	to approach	
# KTU 2.31 27						
157330	b	b	b	prep.	in	
157331	bb	bb/	bb	PN	bb	
157332	xxx	xxx				
# KTU 2.31 28						
157333						
# KTU 2.31 29						
157334						
# KTU 2.31 30						
157335	m	l(I)	l (I)	prep.	to	
# KTU 2.31 31						
157336	q	?	?	?	?	
157337	mrkbt	mrkbt/	mrkbt	n.	(light war-)chariot	
# KTU 2.31 32						
157338						
# KTU 2.31 33						
157339	w	w	w	conj.	and	
157340	nrm	nr/+m(I)	nr	n.	sheen	
