id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 3.14 1						
161487	xḏx	xḏx				DULAT: NOT FOUND
# KTU 3.14 2						
161488	tlby	tlb/+y	tlb	PN	tlb	
161488	tlby	tlby/	tlby	PN	tlby	
# KTU 3.14 3						
161489	tlby	tlb/+y	tlb	PN	tlb	
161489	tlby	tlby/	tlby	PN	tlby	
# KTU 3.14 4						
161490	unr	unr				DULAT: NOT FOUND
# KTU 3.14 5						
161491	ydˤ	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb G	to know	
# KTU 3.14 6						
161492	bnš	bnš/	bnš	n.	man	
# KTU 3.14 7						
161493	kṯtġlm	kṯtġlm/	kṯtġlm	TN	kṯtġlm	
# KTU 3.14 8						
161494	l	l(I)	l (I)	prep.	to	
161494	l	l(III)	l (III)	functor	certainly	
161495	ḫby	ḫby/	ḫby	PN	ḫby	
# KTU 3.14 9						
161496	ḥwt	ḥwt/	ḥwt	n.	country	
# KTU 3.14 10						
161497	tšˤ	tšˤ/	tšʕ	n. num.	nine	
# KTU 3.14 11						
161498	tšˤ	tšˤ/	tšʕ	n. num.	nine	
