id	surface form	morphological parsing	DULAT	POS	gloss	comments
# KTU 1.177 1
156057	dbḥ	dbḥ[;dbḥ/	/d-b-ḥ/;dbḥ	vb;n. m.	to sacrifice;sacrifice	
156058	dṯ	dṯ[	/d-ṯ/	vb	to smash	
# KTU 1.177 2
156059	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
156060	ˤṭ	ˤṭ/	ʕṭ	n. m.	the biter	
# KTU 1.177 3
156061	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
156062	ˤqr	?	?	?	?	DULAT: NOT FOUND
# KTU 1.177 4
156063	ygb	ygb/	ygb	n. m.	a tree	
156064	a	mru(I)/;ahl/;mt[	mrủ (I);ảhl;/m-t/	adj. m. or n. m.;n. m.;vb	fattened;tent;to die	
# KTU 1.177 5
156065	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
# KTU 1.177 6
156066	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
# KTU 1.177 7
156067	sx	?	?	?	?	DULAT: NOT FOUND
