#---------------------------- KTU 1.118 1
154103	ilidb	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.118 2
154104	il	il(I)/	ỉl (I)	n. m.	god
#---------------------------- KTU 1.118 3
154105	dgn	dgn(I)/	dgn (I)	n. m.	grain
#---------------------------- KTU 1.118 4
154106	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n. m./DN;n. m.;vb	Baʿlu;labourer;to make
154107	ṣpn	ṣpn/	ṣpn	TN/DN	north
#---------------------------- KTU 1.118 5
154108	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord
#---------------------------- KTU 1.118 6
154109	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord
#---------------------------- KTU 1.118 7
154110	bˤlmx	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.118 8
154111	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord
#---------------------------- KTU 1.118 9
154112	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord
#---------------------------- KTU 1.118 10
154113	bˤlm	bˤl(II)/m	bʕl (II)	n. m.	lord
#---------------------------- KTU 1.118 11
154114	arṣ	arṣ/	ảrṣ	n. f.	earth
154115	w	w	w	conj.	and
154116	šmm	šm(I)/m	šmm (I)	n. m.	heavens
#---------------------------- KTU 1.118 12
154117	kṯrt	kṯrt/	kṯrt	DN	Swallows
#---------------------------- KTU 1.118 13
154118	yrḫ	yrḫ/	yrḫ	n. m.	moon
#---------------------------- KTU 1.118 14
154119	ṣpn	ṣpn/	ṣpn	TN/DN	north
#---------------------------- KTU 1.118 15
154120	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	kṯr (III)
#---------------------------- KTU 1.118 16
154121	pdry	pdr(I)/+y(I);pdr(I)/+y(II)	pdr (I),-y (I);pdr (I),-y (II)	n. m.,prep.;n. m.,postp. functor	town,my;town,yes
#---------------------------- KTU 1.118 17
154122	ˤṯtr	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.118 18
154123	ġrm	ġr(I)/m;ġrm/;ġr(IV)/m	ġr (I);ġrm;ġr (IV)	n. m.;n. m.;n. m.	mountain;heap;invader
154124	wˤmqt	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.118 19
154125	aṯrt	aṯrt(I)/	ảṯrt (I)	n. f.	back part (of the head)
#---------------------------- KTU 1.118 20
154126	ˤnt	ˤnt(I)/;ˤnt(II);ˤn(I)/t=	ʕnt (I);ʕnt (II);ʕn (I)	DN;adv.;n. f.	sister;now;eye
#---------------------------- KTU 1.118 21
154127	špš	špš/	špš	n.	sun
#---------------------------- KTU 1.118 22
154128	arṣy	arṣ/+y(I);arṣ/+y(II)	ảrṣ,-y (I);ảrṣ,-y (II)	n. f.,prep.;n. f.,postp. functor	earth,my;earth,yes
#---------------------------- KTU 1.118 23
154129	ušḫry	i/	ỉ	DN	ỉ
#---------------------------- KTU 1.118 24
154130	ˤṯtrt	ˤṯtrt(II)/	ʕṯtrt (II)	TN	ʕṯtrt (II)
#---------------------------- KTU 1.118 25
154131	il	il(I)/	ỉl (I)	n. m.	god
154132	tˤḏr	tˤḏr/	tʕḏr	n. m.	help
154133	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n. m./DN;n. m.;vb	Baʿlu;labourer;to make
#---------------------------- KTU 1.118 26
154134	ršp	ršp/	ršp	DN	Rašap
#---------------------------- KTU 1.118 27
154135	ddmš	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.118 28
154136	pḫr	pḫr(I)/;pḫr(II)/	pḫr (I);pḫr (II)	n. m.;n. m.	assembly;potter
154137	ilm	il(I)/m	ỉl (I)	n. m.	god
#---------------------------- KTU 1.118 29
154138	ym	ym(I)/;ym(II)/	ym (I);ym (II)	n. m.;n. m.	day;sea
#---------------------------- KTU 1.118 30
154139	uṯḫt	uṯḫt/	ủṯḫt	DN/n. f.	incense burner
#---------------------------- KTU 1.118 31
154140	knr	knr/	knr	n. m.	harp
#---------------------------- KTU 1.118 32
154141	mlkm	mlk(I)	mlk (I)		king
#---------------------------- KTU 1.118 33
154142	šlm	šlm[;šlm(I)/;šlm(III)/	/š-l-m/;šlm (I);šlm (III)	vb;n. m.;adj. m.	to be well;peace;pure
