id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.73 1						
149790	pblnk	pblnk				DULAT: NOT FOUND
# KTU 1.73 2						
149791	l	l(I)	l (I)	prep.	to	
149791	l	l(III)	l (III)	functor	certainly	
149792	lmt	lmt				DULAT: NOT FOUND
149793	ṯt	ṯn(I)/	ṯn (I)	num.	two	
# KTU 1.73 3						
149794	imt	imt/	ỉmt	n.	truth	
149795	nqt	nqt				DULAT: NOT FOUND
149796	p	p(I)	p (I)	conj. functor	and	
149796	p	p(III)/	p (III)	n. m.	mouth	
149796	p	p(II)	p (II)	adv.	here	
# KTU 1.73 4						
149797	l	l(I)	l (I)	prep.	to	
149797	l	l(III)	l (III)	functor	certainly	
149798	plḫtṯ	plḫtṯ				DULAT: NOT FOUND
149799	pl	pl[	/p-l(-l)/	vb G	to be cracked	
# KTU 1.73 5						
149800	mr	mr(I)/	mr (I)	n.	myrrh	
149800	mr	mr(IV)/	mr (IV)	adj.	valiant	
149800	mr	mr(II)/	mr (II)	adj.	bitter	
149801	lbṯ	lbṯ				DULAT: NOT FOUND
149802	tx	tx				DULAT: NOT FOUND
# KTU 1.73 6						
149803	t	/t, /t=				
149803	t	[t, [t=, [t==, [t===				
149804	ṯm	ṯm	ṯm	adv.	there	
149805	qby	qby				DULAT: NOT FOUND
149806	ax	ax				DULAT: NOT FOUND
# KTU 1.73 7						
149807	ṯpt	ṯpt				DULAT: NOT FOUND
149808	lṯlm	lṯlm				DULAT: NOT FOUND
149809	r	?	?	?	?	
# KTU 1.73 8						
149810	pḫr	pḫr(I)/	pḫr (I)	n.	assembly	
149810	pḫr	pḫr(II)/	pḫr (II)	n.	potter	
149811	qrd	qrd(I)/	qrd (I)	n.	hero	
# KTU 1.73 9						
149812	tskn	!t!skn[	/s-k-n/	vb G	to place	
149813	ydm	yd(I)/m	yd (I)	n. du.	hand	
149814	l	l(I)	l (I)	prep.	to	
149814	l	l(III)	l (III)	functor	certainly	
# KTU 1.73 10						
149815	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
149816	wmˤnt	wmˤnt				DULAT: NOT FOUND
149817	š	š/	š	n.	ram	
# KTU 1.73 11						
149818	anẓ	anẓ	ảnẓ	→	?	
149819	wġzr	wġzr				DULAT: NOT FOUND
149820	t	/t, /t=				
149820	t	[t, [t=, [t==, [t===				
# KTU 1.73 12						
149821	w	w	w	conj.	and	
149822	kbdt	kbd(I)/t=	kbd (I)	n.	liver	
149823	t	/t, /t=				
149823	t	[t, [t=, [t==, [t===				
# KTU 1.73 13						
149824	w	w	w	conj.	and	
149825	ta	ta				DULAT: NOT FOUND
149826	nˤ	?		?	?	DULAT: NOT FOUND
# KTU 1.73 14						
149827	pr	pr(II)/	pr (II)	n.	young bull	
149827	pr	pr(I)/	pr (I)	n.	fruit	
149828	ˤẓ	ˤẓ				DULAT: NOT FOUND
# KTU 1.73 15						
149829	x	x				
149830	wprš	wprš				DULAT: NOT FOUND
# KTU 1.73 16						
149831	špḥx	špḥx				DULAT: NOT FOUND
# KTU 1.73 17						
149832	xznl	xznl				DULAT: NOT FOUND
# KTU 1.73 18						
149833	h	+h, +h=	-h (I)	suff. pn. morph.	his /her (hers) / its	
149833	h	~h	-h(II)	adv. functor	to, towards	
