id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.56 1						
149301	x	x				
# KTU 1.56 2						
149302	w	w	w	conj.	and	
149303	b	b	b	prep.	in	
# KTU 1.56 3						
149304	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
# KTU 1.56 4						
149305	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
149305	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
149306						
# KTU 1.56 5						
149307	ilib	ilib(I)/	ỉlỉb (I)	DN	father god	
# KTU 1.56 6						
149308	tˤrb	!t!ˤrb(I)[	/ʕ-r-b/ (I)	vb G	to enter	
# KTU 1.56 7						
149309	dqt	dqt(I)/	dqt (I)	adj. or n.	small	
# KTU 1.56 8						
149310	nb	nb				DULAT: NOT FOUND
# KTU 1.56 9						
149311	x	x				
