id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.71 1						
149555	spr	spr(II)/	spr (II)	n.	tablet / register	
149555	spr	spr[:d	/s-p-r/	vb G/D	to count	
149555	spr	spr(I)/	spr (I)	n.	scribe	
149556	nˤm	nˤm(I)/	nʕm (I)	adj.	handsome	
149556	nˤm	nˤm(II)/	nʕm (II)	n.	grace	
149557	śśwm	śśwm/	s:śs/św	n.	horse	
# KTU 1.71 2						
149558	xxxxxxxwxxxxxxx	xxxxxxxwxxxxxxx				DULAT: NOT FOUND
# KTU 1.71 3						
149559	xxxxxxśśxxxxxxxxx	xxxxxxśśxxxxxxxxx				DULAT: NOT FOUND
# KTU 1.71 4						
149560	xxxxxxxw	xxxxxxxw				DULAT: NOT FOUND
149561	yṣq	!y!(yṣq[	/y-ṣ-q/	vb G	to pour (out)	
149562	baph	?		?	?	DULAT: NOT FOUND
# KTU 1.71 5						
149563	k	+k	-k (I)			
149563	k	~k	-k (II)			
149563	k	k(III)	k (III)	Subordinating or completive functor	when	
149563	k	k(I)	k (I)	prep.	like	
149563	k	k(II)	k (II)	emph. functor	yes	
149564	ḫr	ḫr(I)/	ḫr (I)	n.	cave	
149565	śśw	ss/	s:śs/św	n. f.	horse	
149566	mġmġ	mġmġ/	mġmġ	n.		
149567	wbṣqlˤrgz	wbṣqlˤrgz				DULAT: NOT FOUND
# KTU 1.71 6						
149568	ydk	yd(I)/+k	yd (I)	n. f.	hand	
149568	ydk	yd(I)/+k=	yd (I)	n. f.	hand	
149568	ydk	yd(II)/+k	yd (II)	n. m.	love	
149568	ydk	yd(II)/+k=	yd (II)	n. m.	love	
149568	ydk	!y!dk[:pass	d-k(-k)/	vb Gpass	to be pounded	
149568	ydk	!y=!dk[:pass	d-k(-k)/	vb Gpass	to be pounded	
149569	aḥdh	aḥd/+h	ảḥd	adj. num./adv. num.	one	
149570	wyṣq	?		?	?	DULAT: NOT FOUND
149571	baph	?		?	?	DULAT: NOT FOUND
# KTU 1.71 7						
149572	k	+k	-k (I)			
149572	k	~k	-k (II)			
149572	k	k(III)	k (III)	Subordinating or completive functor	when	
149572	k	k(I)	k (I)	prep.	like	
149572	k	k(II)	k (II)	emph. functor	yes	
149573	ḫrššw	ḫrššw				DULAT: NOT FOUND
149574	ḫndrṯ	ḫndrṯ/	ḫndrṯ	n.	apricot tree	
149575	wṯqd	wṯqd				DULAT: NOT FOUND
