id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.89 1						
159910	l	l(I)	l (I)	prep.	to	
159911	mlkt	mlkt/	mlkt	n.	queen	
159912	adty	adt/+y	ảdt	n.	lady	
159913	rgm	rgm[	/r-g-m/	vb G	to say	
159913	rgm	rgm/	rgm	n.	word	
# KTU 2.89 2						
159914	tḥm	tḥm/	tḥm	n.	message	
159915	skn	skn(I)/	s:śkn (I)	n.	prefect	
159916	ˤbdk	ˤbd(I)/+k	ʕbd (I)	n. du.	servant	
# KTU 2.89 3						
159917	l	l(I)	l (I)	prep.	to	
159918	pˤn	pˤn/	pʕn	n. f.	at the feet of	
159919	bˤladty	bˤladty				DULAT: NOT FOUND
159920	qlt	ql[t	/q-l/	vb G	to fall (down)	
# KTU 2.89 4						
159921	l	l(I)	l (I)	prep.	to	
159921	l	l(III)	l (III)	functor	certainly	
159922	adty	adt/+y	ảdt	n.	lady	
159923	yšlm	!y!šlm[	/š-l-m/	vb G	to be well	
# KTU 2.89 5						
159924	hlny	hlny	hlny	deictic adv. functor	behold	
159925	hnn	hnn	hnn	adv. functor	here	
159926	b	b	b	prep.	in	
159927	bt	bt(II)/	bt (II)	n.	house	
159927	bt	bt(I)/	bt (I)	n.	daughter	
159927	bt	bt(III)/	bt (III)	n.	length	
# KTU 2.89 6						
159928	bt	bt(II)/	bt (II)	n.	house	
159928	bt	bt(I)/	bt (I)	n.	daughter	
159928	bt	bt(III)/	bt (III)	n.	length	
159929	mlk	mlk[	/m-l-k/	vb G	to reign	
159929	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
159930	kll	kll/	kll	n.	totality	
# KTU 2.89 7						
159931	šlm	šlm(I)/	šlm (I)	n.	peace	
159931	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
159931	šlm	šlm(III)/	šlm (III)	adj.	pure	
159932	ṯmny	ṯm	ṯm	adv.	there	
# KTU 2.89 8						
159933	ˤm	ˤm(I)	ʕm (I)	prep.	to	
159934	adty	adt/+y	ảdt	n.	lady	
159935	mnmšlm	mnmšlm				DULAT: NOT FOUND
# KTU 2.89 9						
159936	w	w	w	conj.	and	
159937	rṯgm	rṯgm				DULAT: NOT FOUND
159938	tṯṯb	]š]ṯb[ṯb	/ṯ-b/	vb Š	to return	
# KTU 2.89 10						
159939	ˤm	ˤm(I)	ʕm (I)	prep.	to	
159940	ˤbdh	ˤbd(I)/+h	ʕbd (I)	n.	servant	
# KTU 2.89 11						
159941	w	w	w	conj.	and	
159942	hln	hln	hln	deictic adv. functor	look!	
159943	ˤšrm	ˤšrm/	ʕšrm	n. num.	twenty	
# KTU 2.89 12						
159944	dd	dd(II)/	dd (II)	n.	cauldronful	
159945	šˤrm	šˤr(m/m	šʕrm	n. pl. tant.	barley	
# KTU 2.89 13						
159946	w	w	w	conj.	and	
159947	ḫmš	ḫmš(I)/	ḫmš (I)	n. num.	five	
159948	dd	dd(II)/	dd (II)	n.	cauldronful	
159949	g	ṯigt/	ṯỉgt	n.	neighing	
# KTU 2.89 14						
159950	gdl	gdl(II)/	gdl (II)	n. subst.	fully grown	
159951	w	w	w	conj.	and	
159952	ḫmš	ḫmš(I)/	ḫmš (I)	n. num.	five	
# KTU 2.89 15						
159953	dbd	db/+d	db	n.	threshold, ?	
159954	nˤr	nˤr(I)/	nʕr (I)	n.	boy	
159954	nˤr	!n!](n]ˤr[	/ʕ-r/	vb G/N	to become agitated	
159954	nˤr	nˤr(II)/	nʕr (II)	n.	roasted	
159955	x	x				
# KTU 2.89 16						
159956	kd	kd(I)/	kd (I)	n.	jar	
159957	šmn	šmn(I)/	šmn (I)	n.	oil	
159958	mr	mr(I)/	mr (I)	n.	myrrh	
159958	mr	mr(IV)/	mr (IV)	adj.	valiant	
159958	mr	mr(II)/	mr (II)	adj.	bitter	
# KTU 2.89 17						
159959	kd	kd(I)/	kd (I)	n.	jar	
159960	šmn	šmn(I)/	šmn (I)	n.	oil	
159961	nr	nr/	nr	n.	sheen	
159961	nr	nr[	/n-r/	vb G	to shine	
# KTU 2.89 18						
159962	kd	kd(I)/	kd (I)	n.	jar	
159963	ḥmṣ	ḥmṣ/	ḥmṣ	n.	vinegar	
159963	ḥmṣ	ḥmṣ[	/ḥ-m-ṣ/	vb	to be(come) sour	
# KTU 2.89 19						
159964	kd	kd(I)/	kd (I)	n.	jar	
159965	ztmm	zt/+m(I)	zt	n.	olive	
# KTU 2.89 20						
159966	d	d	d	det. or rel. functor	the one(s) of	
159967	znt	znt/	znt	n.	sustenance	
159968	adty	adt/+y	ảdt	n.	lady	
# KTU 2.89 21						
159969	kllm	kll/	kll	n.	totality	
159970	štnt	ytn[t	/y-t-n/	vb	to give	
