id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.91 1						
160034	klhmm	kl/+m(I)	kl	n.	totality (of)	
160035	b	b	b	prep.	in	
160036	ym	ym(I)/	ym (I)	n.	day	
160036	ym	ym(II)/	ym (II)	n.	sea	
# KTU 2.91 2						
160037	w	w	w	conj.	and	
160038	gˤt	gˤt/	gʕt	n.	bellowing	
160039	b	b	b	prep.	in	
160040	ntb	ntb/	ntb	n.	path	
# KTU 2.91 3						
160041	w	w	w	conj.	and	
160042	alpm	alp(I)/m	ảlp (I)	n.	(head of) cattle	
160042	alpm	alp(II)/	ảlp (II)	num.	(one, a) thousand	
160043	nzq	nzq[:pass	/n-z-q/	vb Gpass	to be injured	
# KTU 2.91 4						
160044	ˤšrm	ˤšrm/	ʕšrm	n. num.	twenty	
160045	lmd	lmd/	lmd	adj./n.	trained	
160045	lmd	lmd[:d	/l-m-d/	vb D	to teach	
# KTU 2.91 5						
160046	d	d	d	det. or rel. functor	the one(s) of	
160047	bdy	bd(IV)+y	bd (IV)	prep.	into the hands of	
160048	w	w	w	conj.	and	
160049	klhm	kl/+hm	kl	n.	totality (of)	
160050	nzq	nzq[:pass	/n-z-q/	vb Gpass	to be injured	
# KTU 2.91 6						
160051	nzq	nzq[:pass	/n-z-q/	vb Gpass	to be injured	
# KTU 2.91 7						
160052	w	w	w	conj.	and	
160053	nˤm	nˤm(I)/	nʕm (I)	adj.	handsome	
160053	nˤm	nˤm(II)/	nʕm (II)	n.	grace	
160054	k	+k	-k (I)			
160054	k	~k	-k (II)			
160054	k	k(III)	k (III)	Subordinating or completive functor	when	
160054	k	k(I)	k (I)	prep.	like	
160054	k	k(II)	k (II)	emph. functor	yes	
160055	ydˤ	!y!(ydˤ(I)[	/y-d-ʕ/ (I)	vb G	to know	
# KTU 2.91 8						
160056	bˤly	bˤl(II)/y	bʕl (II)	n./DN	Baʿlu/Baal	
160057	rgm	rgm[	/r-g-m/	vb G	to say	
160057	rgm	rgm/	rgm	n.	word	
# KTU 2.91 9						
160058	hwt	hwt(I)/	hwt (I)	n.	word	
# KTU 2.91 10						
160059	w	w	w	conj.	and	
160060	bˤly	bˤl(II)/y	bʕl (II)	n./DN	Baʿlu/Baal	
160061	ys	nsy(II)[	/n-s-y/ (II)	vb G	to remove	
# KTU 2.91 11						
160062	xṯdt	xṯdt				DULAT: NOT FOUND
160063	x	x				
