id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.7 1						
141471	xxx	xxx				
# KTU 1.7 2						
141472	ḥbšh	ḥbš(I)/h	ḥbš (I)	n.	cinch	
141473	ˤtkt	ˤtk[t:d	/ʕ-t-k/	vb D	to tie	
141474	rišt	riš(I)/t=	rỉš (I)	n.	head	
# KTU 1.7 3						
141475	l	l(I)	l (I)	prep.	to	
141475	l	l(III)	l (III)	functor	certainly	
141476	bmthhy	bmthhy				DULAT: NOT FOUND
141477	bth	bt(II)/+h	bt (II)	n.	house	
141478	tˤrb	!t!ˤrb(I)[	/ʕ-r-b/ (I)	vb G	to enter	
# KTU 1.7 4						
141479	w	w	w	conj.	and	
141480	lšbˤt	lšbˤt				DULAT: NOT FOUND
141481	tmtḫṣ	mḫṣ[ḫṣ	/m-ḫ-ṣ/	vb G	to wound	
141482	b	b	b	prep.	in	
141483	ˤmq	ˤmq(I)/	ʕmq (I)	n.	valley	
141483	ˤmq	ˤmq(II)/	ʕmq (II)	adj.	tough	
# KTU 1.7 5						
141484	tḫtṣb	tḫtṣb/	tḫtṣb	n.	battle	
141485	bn	bn(I)/	bn (I)	n.	son	
141485	bn	bn(II)	bn (II)	prep.	between	
141485	bn	bn[	/b-n/	vb G	to understand	
141486	qrtm	qrt(I)/m	qrt (I)	n. du.	city	
141487	tṯˤr	!t!ṯˤr[	/ṯ-ʕ-r/	vb G	to prepare (the table)	
141488	ṯlḥntl	ṯlḥntl				DULAT: NOT FOUND
141489	ṣbim	ṣb(u(I)&i/m	ṣbủ (I)	n.	army	
141490	ksat	ksa/t=	ks/śủ	n.	seat	
# KTU 1.7 6						
141491	l	l(I)	l (I)	prep.	to	
141491	l	l(III)	l (III)	functor	certainly	
141492	ġzrm	ġzr/m	ġzr	n.	lad	
141493	mid	mi/	mỉ/ủd	n.	abundance	
141494	tmtḫṣn	mḫṣ[ḫṣn	/m-ḫ-ṣ/	vb G	to wound	
141495	wtˤn	wtˤn				DULAT: NOT FOUND
141496	tḫtṣb	tḫtṣb/	tḫtṣb	n.	battle	
# KTU 1.7 7						
141497	w	w	w	conj.	and	
141498	tḥdy	!t!ḥdy[	/ḥ-d-y/	vb G	to see	
141499	ˤnt	ˤn(I)/t=	ʕn (I)	n.	eye	
141499	ˤnt	ˤn(t(I)/t	ʕnt (I)	DN	ʿAnatu/Anat	
