#---------------------------- KTU 1.166 1
155474	q	qn/;ḥkpt/	qn;ḥkpt	n.;TN	cane;ḥkpt
#---------------------------- KTU 1.166 2
155475	a	mru(I)/;ahl/;mt[	mrủ (I);ảhl;/m-t/	adj. or n.;n.;vb	fattened;tent;to die
#---------------------------- KTU 1.166 3
155476	r	pẓr[;rks/;rḥb(I)/	/p-ẓ-r/;rks;rḥb (I)	vb;n.;adj.	to free;belt;wide
#---------------------------- KTU 1.166 4
155477	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes
#---------------------------- KTU 1.166 5
155478	ak	ahl/+k(I);lʔy(I)[+k(I);aġzr/+k(I)	ảhl,-k (I);/l-ʔ-y/w/ (I),-k (I);ảġzr,-k (I)	n.,pers. pn./morph.;vb,pers. pn./morph.;n.,pers. pn./morph.	tent,your(s);to conquer,your(s);?,your(s)
#---------------------------- KTU 1.166 6
155479	nˤ	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.166 7
155480	maḫr	ʔḫr[	/ʔ-ḫ-r/	vb	generic mng to go behind > D to retain (?)
#---------------------------- KTU 1.166 8
155481	ṯnh	ṯn(I)/	ṯn (I)	num.	two
155482	lb	lb/	lb	n.	heart
#---------------------------- KTU 1.166 9
155483	dgn	dgn(I)/	dgn (I)	n.	grain
155484	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n./DN;n.;vb	Baʿlu;labourer;to make
#---------------------------- KTU 1.166 10
155485	hm	hm(II)	hm (II)	conj./interr. functor	if
155486	tddn	ndd[+n(I);ndd[+n(II);ndd[+n(III)	/n-d-d/,-n (I);/n-d-d/,-n (II);/n-d-d/,-n (III)	vb,morph.;vb,pers. pn./morph./vb;vb,pers. pn./morph.	to go,Sun;to go,me;to go,our
#---------------------------- KTU 1.166 11
155487	ˤẓrnm	?	?	?	?	DULAT: NOT FOUND
155488	m	l(I)	l (I)	prep.	to
#---------------------------- KTU 1.166 12
155489	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
155490	šd	šd(I)/;šd(II)/;šdy[	šd (I);šd (II);/š-d-y/	n.;n.;vb	open field;a strip;to pour
155491	qdš	qdš(I)/;qdš(II)/	qdš (I);qdš (II)	adj.;n.	holy;sanctuary
155492		?	?	?	?
#---------------------------- KTU 1.166 13
155493	rpi	rpu/	rpủ	n.	healer
155494	yqr	qrʔ[	/q-r-ʔ/	vb	to call
155495		?	?	?	?
#---------------------------- KTU 1.166 14
155496	nˤm	nˤm(I)/;nˤm(II)/	nʕm (I);nʕm (II)	adj.;n.	handsome;grace
155497	wˤṯb	?	?	?	?	DULAT: NOT FOUND
155498		?	?	?	?
#---------------------------- KTU 1.166 15
155499	ˤẓrn	?	?	?	?	DULAT: NOT FOUND
155500	b	b	b	prep.	in
#---------------------------- KTU 1.166 16
155501	xx	?	?	?	?
155502	mlk	mlk[;mlk(II)/	/m-l-k/;mlk (II)	vb;n.	to reign;kingdom (power and territory)
#---------------------------- KTU 1.166 17
155503	xpr	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.166 18
155504	xn	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.166 19
155505	xnˤ	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.166 20
155506	bdrš	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.166 21
155507	yṣi	yṣʔ[	/y-ṣ-ʔ/	vb	to go out
155508	wi	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.166 22
155509	rḥ	rḥ(I)/;rḥ(II)/	rḥ (I);rḥ (II)	n.;n.	wind;aroma
155510	arr	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.166 23
155511	ydnm	!y!dn[+m(I);!y!dn[+m(II);ydn[+m(I)	/d-n/,-m (I);/d-n/,-m (II);/y-d-n/,-m (I)	vb,morph.;vb,emph. or det. encl. morph.;vb,morph.	to judge,;to judge,und das (ist) so!;?,
155512	ap	ap(I);ap(II)/	ảp (I);ảp (II)	adv./conj.;n.	also;nose
#---------------------------- KTU 1.166 24
155513	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
155514	yd	yd(I)/;yd(II)/;bd(IV)	yd (I);yd (II);bd (IV)	n.;n.;prep.	hand;love;into the hands of
155515	mlk	mlk[;mlk(II)/	/m-l-k/;mlk (II)	vb;n.	to reign;kingdom (power and territory)
#---------------------------- KTU 1.166 25
155516	gṯrn	gṯr/	gṯr	DN	überlegen stark
155517	ylk	hlk[	/h-l-k/	vb	to go
#---------------------------- KTU 1.166 26
155518	tḥt	tḥt(I)	tḥt (I)	prep.	under
155519	pˤnh	pˤn/	pʕn	n.	foot
#---------------------------- KTU 1.166 27
155520	w	w	w	conj.	and
155521	hlk	hlk[	/h-l-k/	vb	to go
155522	hn	hn	hn	deictic functor/adv.	behold!
155523		?	?	?	?
#---------------------------- KTU 1.166 28
155524	mm	mm(I)/	mm (I)	n.	winter
155525	b	b	b	prep.	in
155526	bṯn	bṯn/	bṯn	n.	serpent
155527		?	?	?	?
#---------------------------- KTU 1.166 29
155528	xtxx	?	?	?	?	DULAT: NOT FOUND
155529	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
