id	surface form	morphological parsing	DULAT	POS	gloss	comments
158350	ḥwt	ḥwt/	ḥwt	n.	country	
158351	xx	xx				
# KTU 2.47 I:10						
158352	xxx	xxx				
158353	špš	špš/	špš	n.	sun	
# KTU 2.47 I:11						
158354	xx	xx				
# KTU 2.47 I:12						
158355						
# KTU 2.47 I:13						
158356						
# KTU 2.47 II:1						
158357	w	w	w	conj.	and	
158358	mlk	mlk[	/m-l-k/	vb G	to reign	
158358	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
158359	d	d	d	det. or rel. functor	the one(s) of	
158360	mlk	mlk[	/m-l-k/	vb G	to reign	
158360	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
# KTU 2.47 II:2						
158361	b	b	b	prep.	in	
158362	ḥwt	ḥwt/	ḥwt	n.	country	
158363	špḥ	špḥ/	špḥ	n.	family	
# KTU 2.47 II:3						
158364	l	l(I)	l (I)	prep.	to	
158364	l	l(II)	l (II)	adv.	no	
158364	l	l(III)	l (III)	functor	certainly	
158365	ydn	!y!dn[	/d-n/	vb G	to judge	
158365	ydn	!y!(ydn[	/y-d-n/	vb G	?	
158366	ˤbd	ˤbd(I)/	ʕbd (I)	n.	servant	
158367	mlk	mlk[	/m-l-k/	vb G	to reign	
158367	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
# KTU 2.47 II:4						
158368	d	d	d	det. or rel. functor	the one(s) of	
158369	št	št[:pass	/š-t/	vb G/Gpass	to place	
158369	št	št(II)/	št (II)	n.	raíz	
158369	št	št(I)/	št (I)	n.	base	
158370	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
158371	ḫrdh	ḫrd/h	ḫrd	n.	(royal) guard	
# KTU 2.47 II:5						
158372	špḥ	špḥ/	špḥ	n.	family	
158373	al	al(I)	ảl (I)	neg. functor	no	
158373	al	al(II)	ảl (II)	pos. functor	surely	
158374	thbṭ	!t!hbṭ[:d	/h-b-ṭ/ẓ/	vb D	to knock down	
# KTU 2.47 II:6						
158375	ḫrd	ḫrd/	ḫrd	n.	(royal) guard	
158376	ˤps	ˤps				DULAT: NOT FOUND
158377	tḫd	tḫd				DULAT: NOT FOUND
158378	k	+k	-k (I)			
158378	k	~k	-k (II)			
158378	k	k(III)	k (III)	Subordinating or completive functor	when	
158378	k	k(I)	k (I)	prep.	like	
158378	k	k(II)	k (II)	emph. functor	yes	
158379	w	w	w	conj.	and	
# KTU 2.47 II:7						
158380	sˤt	sˤ[t	/s-ʕ/	vb G	to sweep	
# KTU 2.47 II:8						
158381	ḫrdk	ḫrd/	ḫrd	n.	(royal) guard	
158382	ˤps	ˤps				DULAT: NOT FOUND
158383	xxr	xxr				DULAT: NOT FOUND
# KTU 2.47 II:9						
158384	ymm	ym(I)/m	ym (I)	n.	day	
158384	ymm	ym(II)/	ym (II)	n.	sea	
158385	w	w	w	conj.	and	
158386	xxp	xxp				DULAT: NOT FOUND
# KTU 2.47 II:10						
158387	pgnxxxxxx	pgnxxxxxx				DULAT: NOT FOUND
# KTU 2.47 II:11						
158388	w	w	w	conj.	and	
158389						
# KTU 2.47 II:12						
158390	x	x				
# KTU 2.47 II:13						
158391	w	w	w	conj.	and	
158392	ym	ym(I)/	ym (I)	n.	day	
158392	ym	ym(II)/	ym (II)	n.	sea	
158393	ym	ym(I)/	ym (I)	n.	day	
158393	ym	ym(II)/	ym (II)	n.	sea	
158394	yš	!y!š(l(m[:d	/š-l-m/	vb D	to be well	
# KTU 2.47 II:14						
158395	al	al(I)	ảl (I)	neg. functor	no	
158395	al	al(II)	ảl (II)	pos. functor	surely	
