id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 3.31 1						
162032	mit	mit/	mỉt	n.	a hundred	
162033	ksp	ksp/	ksp	n.	silver	
162034	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 3.31 2						
162035	bn	bn(I)/	bn (I)	n.	son	
162035	bn	bn(II)	bn (II)	prep.	between	
162035	bn	bn[	/b-n/	vb G	to understand	
162036	rqdn	rqd/+n	rqd	TN	rqd	
162036	rqdn	rqdn/	rqdn	PN	rqdn	
# KTU 3.31 3						
162037	ˤšrt	ˤšrt(II)/	ʕšrt (II)	n.	group of ten	
162038	ksp	ksp/	ksp	n.	silver	
162039	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 3.31 4						
162040	śzn	z/+n	śz	PN	śz	
162041	ḫbty	ḫbty/	ḫbty	GN	ḫbty	
# KTU 3.31 5						
162042	ˤšrm	ˤšrm/	ʕšrm	n. num.	twenty	
162043	ksp	ksp/	ksp	n.	silver	
162044	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 3.31 6						
162045	špšn	špš/	špš	n.	sun	
162046	uškny	uškny(I)/	ủškny (I)	GN	ủškny (I)	
# KTU 3.31 7						
162047	ˤšrt	ˤšrt(II)/	ʕšrt (II)	n.	group of ten	
162048	ksp	ksp/	ksp	n.	silver	
162049	ˤm	ˤm(I)	ʕm (I)	prep.	to	
# KTU 3.31 8						
162050	xxxn	xxxn				DULAT: NOT FOUND
162051	bn	bn(I)/	bn (I)	n.	son	
162051	bn	bn(II)	bn (II)	prep.	between	
162051	bn	bn[	/b-n/	vb G	to understand	
162052	drt	drt(I)/	drt (I)	n.	bran	
162052	drt	drt(II)/	drt (II)	PN	drt (II)	
# KTU 3.31 9						
162053	uškny	uškny(I)/	ủškny (I)	GN	ủškny (I)	
