#---------------------------- KTU 1.170 1
155731	dbḥ	dbḥ[;dbḥ/	/d-b-ḥ/;dbḥ	vb;n.	to sacrifice;sacrifice
155732	mlkt	mlkt/	mlkt	n.	queen
#---------------------------- KTU 1.170 2
155733	ddn	dd(II)/+n(I);dd(II)/+n(II);dd(II)/+n(III)	dd (II),-n (I);dd (II),-n (II);dd (II),-n (III)	n.,morph.;n.,pers. pn./morph./vb;n.,pers. pn./morph.	cauldronful,Sun;cauldronful,me;cauldronful,our
155734	š	š/	š	n.	ram
155735	šrp	šrp/	šrp	n.	burnt sacrifice
#---------------------------- KTU 1.170 3
155736	alp	alp(I)/;alp(II)/	ảlp (I);ảlp (II)	n.;num.	(head of) cattle;(one
155737	w	w	w	conj.	and
155738	š	š/	š	n.	ram
155739	w	w	w	conj.	and
155740	npš	npš(I)/	npš (I)	n.	throat
#---------------------------- KTU 1.170 4
155741	dmlt	?	?	?	?	DULAT: NOT FOUND
155742	šlmm	šlm(II)/	šlm (II)	n.	communion victim / sacrifice
#---------------------------- KTU 1.170 5
155743	xx	?	?	?	?
#---------------------------- KTU 1.170 6
155744	x	?	?	?	?
#---------------------------- KTU 1.170 7
155745		?	?	?	?
155746	ṣmdm	ṣmd/;ṣmd[	ṣmd;/ṣ-m-d/	n.;vb	pair;to harness
#---------------------------- KTU 1.170 8
155747	št	št[;št(II)/;št(I)/	/š-t/;št (II);št (I)	vb;n.;n.	to place;raíz;base
155748	b	b	b	prep.	in
155749	ṣˤ	ṣˤ(I)/	ṣʕ (I)	n.	plate / wide bowl / platter
#---------------------------- KTU 1.170 9
155750	alp	alp(I)/;alp(II)/	ảlp (I);ảlp (II)	n.;num.	(head of) cattle;(one
155751	w	w	w	conj.	and
155752	š	š/	š	n.	ram
155753	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
155754	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n./DN;n.;vb	Baʿlu;labourer;to make
155755	šlmm	šlm(II)/	šlm (II)	n.	communion victim / sacrifice
#---------------------------- KTU 1.170 10
155756	xˤt	?	?	?	?	DULAT: NOT FOUND
155757	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
155758	ṣpn	ṣpn/	ṣpn	TN/DN	north
