id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.22 I:1						
146843	šmrn	šmrn				DULAT: NOT FOUND
146844	xx	xx				
# KTU 1.22 I:2						
146845	h	+h, +h=	-h (I)	suff. pn. morph.	his /her (hers) / its	
146845	h	~h	-h(II)	adv. functor	to, towards	
146846	hn	hn	hn	deictic functor/adv.	behold!	
146847	bnk	bn(I)/+k	bn (I)	n.	son	
146848	hn	hn	hn	deictic functor/adv.	behold!	
146849	x	x				
# KTU 1.22 I:3						
146850	bn	bn(I)/	bn (I)	n.	son	
146850	bn	bn(II)	bn (II)	prep.	between	
146850	bn	bn[	/b-n/	vb G	to understand	
146851	bn	bn(I)/	bn (I)	n.	son	
146851	bn	bn(II)	bn (II)	prep.	between	
146851	bn	bn[	/b-n/	vb G	to understand	
146852	aṯrk	aṯr(I)+k	ảṯr (I)	adv. or prep.	then	
146853	hn	hn	hn	deictic functor/adv.	behold!	
146854	ġzr	ġzr/	ġzr	n.	lad	
146855	xxxd	xxxd				DULAT: NOT FOUND
# KTU 1.22 I:4						
146856	ydk	yd(II)/+k=	yd (II)	n. m.	love	
146857	ṣġr	ṣġr(I)/	ṣġr (I)	adj.	small	
146858	tnšq	!t!nšq[:d	/n-š-q/	vb D	to kiss	
146859	šptk	špt/	špt	n.	lip	
146860	ṯm	ṯm	ṯm	adv.	there	
# KTU 1.22 I:5						
146861	ṯkm	ṯkm/	ṯkm	n.	shoulder	
146862	bm	b	b	prep.	in	
146863	ṯkm	ṯkm/	ṯkm	n.	shoulder	
146864	aḫm	aḫ(I)/m	ảḫ (I)	n.	brother (by blood)	
146865	qym	šq/	šq	n.	thigh	
146865	qym	qym(I)/	qym (I)	n.	assistant	
146865	qym	qym(II)/	qym (II)	adj.	regular	
146866	il	il(I)/	ỉl (I)	n.	god	
# KTU 1.22 I:6						
146867	blsmt	blsmt				DULAT: NOT FOUND
146868	ṯm	ṯm	ṯm	adv.	there	
146869	yṯˤbš	yṯˤbš				DULAT: NOT FOUND
146870	šm	šm(I)/	šm (I)	n.	name	
146871	il	il(I)/	ỉl (I)	n.	god	
146872	mtm	mt(II)/~m	mt (II)	n.	death	
146872	mtm	mt[~m	/m-t/	vb G	to die	
146872	mtm	mt(III)/m	mt (III)	n. du.	man	
# KTU 1.22 I:7						
146873	yˤbš	!y!ˤbš[	/ʕ-b-š/	vb	to extol	
