id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.111 1						
160695	xḥx	xḥx				DULAT: NOT FOUND
# KTU 2.111 2						
160696	w	w	w	conj.	and	
160697	xbḥ	xbḥ				DULAT: NOT FOUND
# KTU 2.111 3						
160698	d	d	d	det. or rel. functor	the one(s) of	
160699	arš	arš/	ảrš	DN	a monster (“many-headed”, “whale”)	
# KTU 2.111 4						
160700	w	w	w	conj.	and	
160701	rgm	rgm[	/r-g-m/	vb G	to say	
160701	rgm	rgm/	rgm	n.	word	
# KTU 2.111 5						
160702	šˤt	šˤt				DULAT: NOT FOUND
160703	bn	bn(I)/	bn (I)	n.	son	
160703	bn	bn(II)	bn (II)	prep.	between	
160703	bn	bn[	/b-n/	vb G	to understand	
# KTU 2.111 6						
160704	sˤt	sˤ[t	/s-ʕ/	vb G	to sweep	
160705	x	x				
# KTU 2.111 7						
160706	ṯx	ṯx				DULAT: NOT FOUND
# KTU 2.111 8						
160707	d	d	d	det. or rel. functor	the one(s) of	
# KTU 2.111 9						
160708	šx	šx				DULAT: NOT FOUND
# KTU 2.111 10						
160709	w	w	w	conj.	and	
160710	a	?	?	?	?	
# KTU 2.111 11						
160711	mnm	mnm	mnm	indef. pn.	any(thing)	
160712						
# KTU 2.111 12						
160713	an	an(I)	ản (I)	pers. pn.	I	
160713	an	an(II)	ản (II)	adv.	wherever	
160714	iš	iš	ỉš		Getier/Taube	
