id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.167 1						
155530	br	br/	br(r)	n.	tin	
155530	br	br(I)/	br (I)	n.	Art Seeschiff	
155530	br	br[	/b-r(-r)/	vb G	to be or remain pure	
# KTU 1.167 2						
155531	bk	b	b	prep.	in	
155531	bk	bky[	/b-k-y/	vb G	to weep	
155531	bk	bk/	bk	n.	beaker	
155532	mr	mr(I)/	mr (I)	n.	myrrh	
155532	mr	mr(IV)/	mr (IV)	adj.	valiant	
155532	mr	mr(II)/	mr (II)	adj.	bitter	
# KTU 1.167 3						
155533	ġsb	ġsb				DULAT: NOT FOUND
155534	ġsb	ġsb				DULAT: NOT FOUND
# KTU 1.167 4						
155535	ttwrb	ttwrb				DULAT: NOT FOUND
# KTU 1.167 5						
155536						
155537	qṣṣ	qṣ[ṣ	/q-ṣ(-ṣ)/	vb G	to carve	
155538	bb	bb/	bb	PN	bb	
# KTU 1.167 6						
155539	ˤl	ˤl(I)	ʕl (I)	prep.	upon	
155540	ˤpr	ˤpr(I)/	ʕpr (I)	n.	dust	
# KTU 1.167 7						
155541	m	l(I)	l (I)	prep.	to	
155542	ˤnh	ˤn(I)/h	ʕn (I)	n. du.	eye	
# KTU 1.167 8						
155543	yšu	!y!(nš(ʔ[&u	/n-š-ʔ/	vb G	to raise	
155544	ˤp	ˤp(I)/	ʕp (I)	n.	bird	
# KTU 1.167 9						
155545	hm	hm(II)	hm (II)	conj./interr. functor	if	
155545	hm	hm(I)	hm (I)	pers. pn.	they	
155546	ih	aḫ(I)/	ảḫ (I)	n.	brother (by blood)	
# KTU 1.167 10						
155547	ˤẓrn	ˤẓrn	ʕẓrn		(?)	
155548						
# KTU 1.167 11						
155549	qṭr	qṭr/	qṭr	n.	smoke	
155550	lbn	lb/+n	lb	n.	heart	
155550	lbn	lbn(I)/	lbn (I)	adj.	white	
# KTU 1.167 12						
155551	r	?	?	?	?	
# KTU 1.167 13						
155552	nˤ	?		?	?	DULAT: NOT FOUND
# KTU 1.167 14						
155553	i	i(I)	ỉ (I)	interj.	woe	
