id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.4 I:1						
138122						
# KTU 1.4 I:2						
138123	y	+y, [y	-y (I)	prep. functor	my	
138123	y	~y	-y (II)	prep. functor	indeed	
138123	y	y	y	prep. functor	oh!	
# KTU 1.4 I:3						
138124						
# KTU 1.4 I:4						
138125	any	(ʔ&any[	/ʔ-n-y/	vb G	to sigh	
138126	l	l(I)	l (I)	prep.	to	
138126	l	l(II)	l (II)	adv.	no	
138126	l	l(III)	l (III)	functor	certainly	
138127	yṣḥ	!y!ṣḥ[	/ṣ-ḥ/	vb G	to exclaim	
138128	ṯr	ṯr(I)/	ṯr (I)	n. m.	bull	
# KTU 1.4 I:5						
138129	il	il(I)/	ỉl (I)	DN	ʾIlu/Ilu/El	
138130	abh	ab/+h	ảb	n.	father	
138131	il	il(I)/	ỉl (I)	n.	god	
138132	mlk	mlk[	/m-l-k/	vb G	to reign	
138132	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
# KTU 1.4 I:6						
138133	d	d	d	det. or rel. functor	the one(s) of	
138134	yknnh	!y!knn[h:l	/k-n/	vb L	to be (stable)	
138135	yṣḥ	!y!ṣḥ[	/ṣ-ḥ/	vb G	to exclaim	
138136	aṯ	aṯ				DULAT: NOT FOUND
# KTU 1.4 I:7						
138137	rt	rt/	rt	PN	rt	
138138	w	w	w	conj.	and	
138139	bnh	bn(I)/+h	bn (I)	n.	son	
138140	i	i(I)	ỉ (I)	interj.	woe	
138141	lt	lt	lt	?	?	
# KTU 1.4 I:8						
138142	w	w	w	conj.	and	
138143	ṣbrt	ṣbrt/	ṣbrt	n.	clan	
138144	aryh	ary(I)/+h	ảry (I)	n.	fellow	
# KTU 1.4 I:9						
138145	wn	w	w	conj.	and	
138145	wn	w+n	w	conj.	and	
138146	in	in/	ỉn	n.	lack of	
138147	bt	bt(II)/	bt (II)	n.	house	
138147	bt	bt(I)/	bt (I)	n.	daughter	
138148	l	l(I)	l (I)	prep.	to	
138149	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
# KTU 1.4 I:10						
138150	km	k(III)	k (III)	functor	when	
138150	km	k(I)	k (I)	prep.	like	
138150	km	k(IV)	k (IV)	adv.	thus	
138150	km	km	km	prep./conj./adv.		
138150	km	+km, +km=	-km			
138151	ilm	il(I)/m	ỉl (I)	n.	god	
138152	w	w	w	conj.	and	
138153	ḥẓr	ḥẓr/	ḥẓr	n.	mansion	
# KTU 1.4 I:11						
138154	k	+k	-k (I)			
138154	k	~k	-k (II)			
138154	k	k(III)	k (III)	Subordinating or completive functor	when	
138154	k	k(I)	k (I)	prep.	like	
138154	k	k(II)	k (II)	emph. functor	yes	
138155	bn	bn(I)/	bn (I)	n.	son	
138155	bn	bn(II)	bn (II)	prep.	between	
138155	bn	bn[	/b-n/	vb G	to understand	
138156	aṯrt	aṯrt(I)/	ảṯrt (I)	n.	back part (of the head)	
# KTU 1.4 I:12						
138157	mṯb	mṯb/	mṯb	n.	residence	
138158	il	il(I)/	ỉl (I)	n.	god	
138159	mẓll	mẓll/	mẓll	n.	shelter	
# KTU 1.4 I:13						
138160	bnh	bn(I)/+h	bn (I)	n.	son	
138161	mṯb	mṯb/	mṯb	n.	residence	
138162	rbt	rb(t(I)/t	rbt (I)	n. f.	Lady	
# KTU 1.4 I:14						
138163	aṯrt	aṯrt(I)/	ảṯrt (I)	n.	back part (of the head)	
138164	ym	ym(I)/	ym (I)	n.	day	
138164	ym	ym(II)/	ym (II)	n.	sea	
138165	mṯb	mṯb/	mṯb	n.	residence	
# KTU 1.4 I:15						
138166	klt	kly[t:d	/k-l-y/	vb G/D	to finish	
138166	klt	klt(I)/	klt (I)	n.	bride	
138166	klt	klt(II)/	klt (II)	n.	measure	
138167	knyt	knyt/	knyt	adj.	glorious	
# KTU 1.4 I:16						
138168	mṯb	mṯb/	mṯb	n.	residence	
138169	pdry	pdry/	pdry	DN	Pidray	
138169	pdry	pdr(I)/+y	pdr (I)	n.	town	
138170	btar	btar				DULAT: NOT FOUND
# KTU 1.4 I:17						
138171	mẓll	mẓll/	mẓll	n.	shelter	
138172	ṭly	ṭl/+y	ṭl	n.	dew	
138172	ṭly	ṭly/	ṭly	DN	Tallay	
138173	bt	bt(II)/	bt (II)	n.	house	
138173	bt	bt(I)/	bt (I)	n.	daughter	
138174	rb	rb(II)/	rb (II)	n.	chief	
138174	rb	rb(I)/	rb (I)	adj.	great	
138174	rb	rb/	rb(b)	n.	drizzle	
# KTU 1.4 I:18						
