#---------------------------- KTU 1.98 1
151687	lt	lt	lt	?	?	
151688	x	x				
#---------------------------- KTU 1.98 2
151689	ˤn	ˤn(I)/;ˤn[;ˤn(II)/	ʕn (I);/ʕ-n/;ʕn (II)	n.;vb;n.	eye;to see;furrow	
151690	il	il(I)/	ỉl (I)	n.	god	
151691						
#---------------------------- KTU 1.98 3
151692	mṯlṯt	mṯlṯt/	mṯlṯt	n.	the third (one)	
151693	x	x				
#---------------------------- KTU 1.98 4
151694	w	w	w	conj.	and	
151695	tdˤ	ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	
151696	d	d	d	det. or rel. functor	the one(s) of	
#---------------------------- KTU 1.98 5
151697	klm	kl/	kl	n.	totality (of)	
151698	lt	lt	lt	?	?	
#---------------------------- KTU 1.98 6
151699	b	b	b	prep.	in	
151700	bhty	bt(II)/+y(I);bt(II)/+y(II)	bt (II),-y (I);bt (II),-y (II)	n.,prep.;n.,postp. functor	house,my;house,yes	
#---------------------------- KTU 1.98 7
151701	gˤl	gˤl				DULAT: NOT FOUND
151702	p	p(I);p(III)/;p(II)	p (I);p (III);p (II)	conj. functor;n.;adv.	and;mouth;here	
#---------------------------- KTU 1.98 8
151703	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n./DN;n.;vb	Baʿlu;labourer;to make	
151704	x	x				
#---------------------------- KTU 1.98 9
151705	x	x				
#---------------------------- KTU 1.98 10
151706	x	x				
#---------------------------- KTU 1.98 11
151707	r	pẓr[;rks/;rḥb(I)/	/p-ẓ-r/;rks;rḥb (I)	vb;n.;adj.	to free;belt;wide	
