id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.174 1						
155909	il	il(I)/	ỉl (I)	n.	god	
155910	yṣġd	!y!ṣġd[	/ṣ-ġ-d/	vb G	to go	
155911	ḥ	lqḥ[	/l-q-ḥ/	vb G/N	to get hold of	
# KTU 1.174 2						
155912	l	l(I)	l (I)	prep.	to	
155913	arṣ	arṣ/	ảrṣ	n.	earth	
155914	pˤnh	pˤn/+h	pʕn	n.	foot	
# KTU 1.174 3						
155915	kdt	kdt	kdt	?	?	
155916	bh	b	b	prep.	in	
155917	x	x				
# KTU 1.174 4						
155918	blˤ	blˤ				DULAT: NOT FOUND
155919	ḥ	lqḥ[	/l-q-ḥ/	vb G/N	to get hold of	
# KTU 1.174 5						
155920	xx	xx				
155921	r	?	?	?	?	
# KTU 1.174 6						
155922	xxxx	xxxx				
# KTU 1.174 7						
155923	aṯt	aṯt/	ảṯt	n.	woman	
155924	ḥr	ḥr(I)/	ḥr (I)	n.	intestine(s)	
# KTU 1.174 8						
155925	lg	lg(I)/	lg (I)	n.	jar	
155926	lšn	lšn/	lšn	n.	tongue	
155927	yṣq	!y!(yṣq[	/y-ṣ-q/	vb G	to pour (out)	
# KTU 1.174 9						
155928	mšmṭr	mšmṭr/	mšmṭr	n.	rainmaker	
155929						
