#---------------------------- KTU 1.21 II:1
146789	mrzˤy	mrzˤy/	mrzʕy	adj.	he of the mrzḥ	
146790	lk	l(I)	l (I)	prep.	to	
146791	bty	bt(II)/	bt (II)	n.	house	
#---------------------------- KTU 1.21 II:2
146792	bty	bt(II)/	bt (II)	n.	house	
146793	aṣḥkm	!a!ṣḥ[	/ṣ-ḥ/	vb	to exclaim	
146794	iqra	!i!qrʔ[	/q-r-ʔ/	vb	to call	
#---------------------------- KTU 1.21 II:3
146795	hkly	hkl/	hkl	n.	palace	
146796	aṯrh	aṯr(I)	ảṯr (I)	adv. or prep.	then	
146797	rpum	rpu/	rpủ	n.	healer	
#---------------------------- KTU 1.21 II:4
146798	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
146799	tdd	ndd[	/n-d-d/	vb	to go	
146800	aṯrh	aṯr(I)	ảṯr (I)	adv. or prep.	then	
146801	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
146802	tdd	ndd[	/n-d-d/	vb	to go	
146803	ilnym	ilny/	ỉlny	adj. or n.	divine one	
#---------------------------- KTU 1.21 II:5
146804	mrzˤy	mrzˤy/	mrzʕy	adj.	he of the mrzḥ	
146805	ap	ap(I);ap(II)/	ảp (I);ảp (II)	adv./conj.;n.	also;nose	
146806	ank	ank/	ảnk	pers. pn.	I	
146807	y	y	y	prep. functor	oh!	
146808	rp	rb(II)/	rb (II)	n.	chief	
#---------------------------- KTU 1.21 II:6
146809	umkm	um/+km	ủm,-km	n.,pers. pn./morph.	mother,your	
146810	rˤy	rˤy(I)/;rˤ/	rʕy (I);rʕ	n.;n.	shepherd;companion	
146811	ht	ht	ht	adv.	here	
146812	alk	hlk[	/h-l-k/	vb	to go	
#---------------------------- KTU 1.21 II:7
146813	ṯlṯt	ṯlṯ(I)/	ṯlṯ (I)	n. num.	three	
146814	amġy	!a!mġy[	/m-ġ-y/	vb	to come	
146815	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
146816	bt	bt(II)/;bt(I)/;bt(III)/	bt (II);bt (I);bt (III)	n.;n.;n.	house;daughter;length	
#---------------------------- KTU 1.21 II:8
146817	yl	yl				DULAT: NOT FOUND
146818	qrb	qrb[;qrb/	/q-r-b/;qrb	vb;n.	to approach;inside	
146819	hkly	hkl/	hkl	n.	palace	
146820	w	w	w	conj.	and	
146821	yˤn	!y!ˤn[;ˤny(I)[;ˤnw[	/ʕ-n/;/ʕ-n-y/ (I);/ʕ-n-w/	vb;vb;vb	to see;to answer;to be / remain depressed	
146822	il	il(I)/	ỉl (I)	n.	god	
#---------------------------- KTU 1.21 II:9
146823	y	y	y	prep. functor	oh!	
146824	lk	l(I)	l (I)	prep.	to	
146825	bty	bt(II)/	bt (II)	n.	house	
146826	rpim	rpu/	rpủ	n.	healer	
#---------------------------- KTU 1.21 II:10
146827	aṣḥkm	!a!ṣḥ[	/ṣ-ḥ/	vb	to exclaim	
146828	iqrakm	!i!qrʔ[	/q-r-ʔ/	vb	to call	
#---------------------------- KTU 1.21 II:11
146829	b	b	b	prep.	in	
146830	hkly	hkl/	hkl	n.	palace	
146831	aṯrh	aṯr(I)	ảṯr (I)	adv. or prep.	then	
146832	rpum	rpu/	rpủ	n.	healer	
#---------------------------- KTU 1.21 II:12
146833	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
146834	tdd	ndd[	/n-d-d/	vb	to go	
146835	aṯrh	aṯr(I)	ảṯr (I)	adv. or prep.	then	
146836	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
146837	tdd	ndd[	/n-d-d/	vb	to go	
146838	ilnym	ilny/	ỉlny	adj. or n.	divine one	
#---------------------------- KTU 1.21 II:13
146839	xxxrn	xxxrn				DULAT: NOT FOUND
#---------------------------- KTU 1.21 V:1
146840	yṯb	yṯb[	/y-ṯ-b/	vb	to sit down	
146841	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
146842	arṣ	arṣ/	ảrṣ	n.	earth	
