id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.46 1						
148949	b	b	b	prep.	in	
148950	ym	ym(I)/	ym (I)	n.	day	
148950	ym	ym(II)/	ym (II)	n.	sea	
148951	ḥdṯ	ḥdṯ(II)/	ḥdṯ (II)	n.	new moon	
148951	ḥdṯ	ḥdṯ(I)/	ḥdṯ (I)	adj.	new	
148952	slḫ	slḫ(I)/	slḫ (I)	n.	befeuchtet	
148953	npš	npš(I)/	npš (I)	n.	throat	
148954	ṯˤ	ṯˤ(II)/	ṯʕ (II)	n.	Hero	
148955	wṯnkbdm	wṯnkbdm				DULAT: NOT FOUND
# KTU 1.46 2						
148956	šlmm	šlm(II)/~m	šlm (II)	n. m.	communion victim / sacrifice	
148956	šlmm	šlm(II)/m	šlm (II)	n. m.	communion victim / sacrifice	
148957	ṯn	ṯn(I)/	ṯn (I)	num.	two	
148957	ṯn	ṯn(II)/	ṯn (II)	num./adj.	second	
148957	ṯn	ṯn(III)/	ṯn (III)	n.	crimson (cloth, wool, purple)	
148958	šm	š/m	š	n. du.	ram	
148958	šm	šm(I)/	šm (I)	n.	name	
148959	w	w	w	conj.	and	
148960	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
148960	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
148961	ldgn	ldgn				DULAT: NOT FOUND
# KTU 1.46 3						
148962	š	š/	š	n.	ram	
148963	il	il(I)/	ỉl (I)	n.	god	
148964	š	š/	š	n.	ram	
148965	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
148965	bˤl	bˤl[/	/b-ʕ-l/	vb G	to make	
148966	š	š/	š	n.	ram	
148967	dgn	dgn(I)/	dgn (I)	n.	grain	
148968	š	š/	š	n.	ram	
# KTU 1.46 4						
148969	ˤṯtr	ˤṯtr/	ʕṯtr	DN	ʿAṯtar	
148970	w	w	w	conj.	and	
148971	ˤṯtpl	ˤṯtpl				DULAT: NOT FOUND
148972	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
148973	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
148974	dqt	dqt(I)/	dqt (I)	adj. or n.	small	
# KTU 1.46 5						
148975	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
148975	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
