id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.82 1						
149997	xmḫṣ	xmḫṣ				DULAT: NOT FOUND
149998	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
149998	bˤl	bˤl[/	/b-ʕ-l/	vb G	to make	
149999	xxy	xxy				DULAT: NOT FOUND
150000	tnn	ytn[+n	/y-t-n/	vb	to give	
150000	tnn	tnn(I)/	tnn (I)	DN	“dragon” ym’s primordial ally or double	
150001	w	w	w	conj.	and	
150002	ygl	!y!](n]gl(y[	/g-l-y/	vb G/N	to present oneself	
150003	w	w	w	conj.	and	
150004	ynsk	!y!nsk[:d	/n-s-k/	vb D	to pour (out)	
150005	ˤdx	ˤdx				DULAT: NOT FOUND
# KTU 1.82 2						
150006	xxy	xxy				DULAT: NOT FOUND
150007	l	l(I)	l (I)	prep.	to	
150008	arṣ	arṣ/	ảrṣ	n.	earth	
150009	idy	idy	ỉdy	adv.	already	
150010	alt	alt(I)/	ảlt (I)	n.	curse	
150010	alt	alt(II)/	ảlt (II)	n.	support	
150011	l	l(I)	l (I)	prep.	to	
150011	l	l(II)	l (II)	adv.	no	
150011	l	l(III)	l (III)	functor	certainly	
150012	aḥš	!(ʔ&a!ḥš(I)[	/ḥ-š/ (I)	vb G	to hurry	
150012	aḥš	!(ʔ&a!ḥš(II)[	/ḥ-š/ (II)	vb G	to feel	
150013	idy	idy	ỉdy	adv.	already	
150014	alt	alt(I)/	ảlt (I)	n.	curse	
150014	alt	alt(II)/	ảlt (II)	n.	support	
150015	in	in/	ỉn	n.	lack of	
150016	ly	l(I)+y	l (I)	prep.	to	
# KTU 1.82 3						
150017	xbt	xbt				DULAT: NOT FOUND
150018	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
150018	bˤl	bˤl(I)/	bʕl (I)	n.	labourer	
150018	bˤl	bˤl[	/b-ʕ-l/	vb G	to make	
150019	ḥẓ	ḥẓ/	ḥẓ	n.	arrow	
150020	ršp	ršp/	ršp	DN	Rašap	
150021	bn	bn(I)/	bn (I)	n.	son	
150021	bn	bn(II)	bn (II)	prep.	between	
150021	bn	bn[	/b-n/	vb G	to understand	
150022	km	k(III)	k (III)	functor	when	
150022	km	k(I)	k (I)	prep.	like	
150022	km	k(IV)	k (IV)	adv.	thus	
150022	km	km	km	prep./conj./adv.		
