#---------------------------- KTU 1.160 1
155108	t	t[;t[;t[	/l-q-ḥ/;/p-r-ʕ/;/y-b-m/	vb;vb;vb	to get hold of, take, grasp; to receive, accept, take (away); to collect, hold; to choose, opt for something;to wash;to proclaim oneself a nubile widow	ambiguous DULAT candidates: 17 (showing top 3)
155109	iṣr	iṣr/	ỉṣr	n.	?	
#---------------------------- KTU 1.160 2
155110	š	š/;š[;š(II)/	š;/š-l-m/;šrt (II)	n.;vb;n.	ram;to be well, do well, be in peace;?	
155111	dgn	dgn(I)/	dgn (I)	n.	grain, wheat	
#---------------------------- KTU 1.160 3
155112						
155113	bmx	bmx				DULAT: NOT FOUND
#---------------------------- KTU 1.160 4
155114	x	x				
