#---------------------------- KTU 1.100 1
151708	um	um/	ủm	n. f.	mother
151709	pḥl	pḥl/	pḥl	n. m.	ass
151710	pḥlt	pḥlt/;pḥl/	pḥlt;pḥl	n. f.;n. m.	mare;ass
151711	bt	bt(II)/;bt(I)/;b(III)/t=	bt (II);bt (I);bt (III)	n. m.;n. f.;n. m.	house;daughter;length
151712	ˤn	ˤn(I)/;ˤn[;ˤn(II)/	ʕn (I);/ʕ-n/;ʕn (II)	n. f.;vb;n. f.	eye;to see;furrow
151713	bt	bt(II)/;bt(I)/;b(III)/t=	bt (II);bt (I);bt (III)	n. m.;n. f.;n. m.	house;daughter;length
151714	abn	abn/;ab/+n;!a!bn[	ảbn;ảb;/b-n/	n. f.;n. m.;vb	stone;father;to understand
151715	bt	bt(II)/;bt(I)/;b(III)/t=	bt (II);bt (I);bt (III)	n. m.;n. f.;n. m.	house;daughter;length
151716	šmm	šm(I)/m	šmm (I)	n. m.	heavens
151717	w	w	w	conj.	and
151718	thm	thm/	thm	n. m.	ocean
#---------------------------- KTU 1.100 2
151719	qrit	qrʔ[	/q-r-ʔ/	vb	to call
151720	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
151721	špš	špš/	špš	n.	sun
151722	umh	um/	ủm	n. f.	mother
151723	špš	špš/	špš	n.	sun
151724	um	um/	ủm	n. f.	mother
151725	ql	ql[;ql(I)/;ql(II)/	/q-l/;ql (I);ql (II)	vb;n. m.;n. m.	to fall (down);voice;swift (courier
151726	bl	bl(I);bl(II);bl(III)/	bl (I);bl (II);bl (III)	adv. or emph. functor;prep.;n. m.	no;without;blended beer
151727	ˤm	ˤm(I)	ʕm (I)	prep.	to
#---------------------------- KTU 1.100 3
151728	il	il(I)/	ỉl (I)	n. m.	god
151729	mbk	mbk/	mbk	n. m.	source
151730	nhrm	nhr/+m(I);nhr/+m(II)	nhr,-m (I);nhr,-m (II)	n. m.,morph.;n. m.,emph. or det. encl. morph.	river,;river,und das (ist) so!
151731	b	b	b	prep.	in
151732	ˤdt	ˤdt(I)/;ˤdt(II)/	ʕdt (I);ʕdt (II)	n. f.;n. f.	assembly;date
151733	thmtm	thmt/	thmt	n. f.	Primordial Ocean
#---------------------------- KTU 1.100 4
151734	mnt	mnt(I)/	mnt (I)	n. f.	portion
151735	nṯk	nṯk(II)/;!n!ṯk[;nṯk(I)/	nṯk (II);/n-ṯ-k/;nṯk (I)	n. m.;vb;n. m.	bite;to bite;biter
151736	nḥš	nḥš/	nḥš	n. m.	serpent
151737	šmrr	šmrr/	šmrr	n. m.	poisoning
151738	nḥš	nḥš/	nḥš	n. m.	serpent
#---------------------------- KTU 1.100 5
151739	ˤxqšr	?	?	?	?	DULAT: NOT FOUND
151740	lnh	l(I)+h	l (I)	prep.	to
151741	mlḫš	mlḫš/	mlḫš	n. m.	conjuror
151742	abd	abd(I)/;ʔbd[	ảbd (I);/ʔ-b-d/	n. m.;vb	ruin;be missing
151743	lnh	l(I)+h	l (I)	prep.	to
151744	ydy	yd(I)/+y;!y!dy(I)[;!y!dy(II)[	yd (I);/y-d-y/ (I);/y-d-y/ (II)	n. f.;vb;vb	hand;to throw;to rip
#---------------------------- KTU 1.100 6
151745	ḥmt	ḥmt(I)/;ḥmt(III)/	ḥmt (I);ḥmt (III)	n. f.;n. f.	wall;venom
151746	hlm	hlm[;hlm;hl	/h-l-m/;hlm;hl	vb;conj. functor;deictic adv. functor	to hit;and so;behold
151747	yṯq	ṯqy[	/ṯ-q-y/	vb	to elevate
151748	nḥš	nḥš/	nḥš	n. m.	serpent
151749	yšlḥm	!y!]š]lḥm(I)[	/l-ḥ-m/ (I)	vb	to eat
151750	nḥšˤqšr	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.100 7
151751	yˤdb	!y!ˤdb[	/ʕ-d-b/	vb	to leave > to put in
151752	ksa	?	?	?	?	DULAT: NOT FOUND
151753	w	w	w	conj.	and
151754	yṯb	!y!ṯb[	/y-ṯ-b/	vb	to sit down
#---------------------------- KTU 1.100 8
151755	tqru	!t!qrʔ[	/q-r-ʔ/	vb	to call
151756	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
151757	špš	špš/	špš	n.	sun
151758	umh	um/	ủm	n. f.	mother
151759	špš	špš/	špš	n.	sun
151760	um	um/	ủm	n. f.	mother
151761	ql	ql[;ql(I)/;ql(II)/	/q-l/;ql (I);ql (II)	vb;n. m.;n. m.	to fall (down);voice;swift (courier
151762	bl	bl(I);bl(II);bl(III)/	bl (I);bl (II);bl (III)	adv. or emph. functor;prep.;n. m.	no;without;blended beer
#---------------------------- KTU 1.100 9
151763	ˤm	ˤm(I)	ʕm (I)	prep.	to
151764	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n. m./DN;n. m.;vb	Baʿlu;labourer;to make
151765	mrym	mrym/	mrym	n. m.	height
151766	ṣpn	ṣpn/	ṣpn	TN/DN	north
151767	mnty	mnt(I)/	mnt (I)	n. f.	portion
151768	nṯk	nṯk(II)/;!n!ṯk[;nṯk(I)/	nṯk (II);/n-ṯ-k/;nṯk (I)	n. m.;vb;n. m.	bite;to bite;biter
#---------------------------- KTU 1.100 10
151769	nḥš	nḥš/	nḥš	n. m.	serpent
151770	šmrr	šmrr/	šmrr	n. m.	poisoning
151771	nḥš	nḥš/	nḥš	n. m.	serpent
151772	ˤqšr	aqšr/	ảqšr	adj. m.	which sloughs its skin
151773	lnh	l(I)+h	l (I)	prep.	to
#---------------------------- KTU 1.100 11
151774	mlḫš	mlḫš/	mlḫš	n. m.	conjuror
151775	abd	abd(I)/;ʔbd[	ảbd (I);/ʔ-b-d/	n. m.;vb	ruin;be missing
151776	lnh	l(I)+h	l (I)	prep.	to
151777	ydy	yd(I)/+y;!y!dy(I)[;!y!dy(II)[	yd (I);/y-d-y/ (I);/y-d-y/ (II)	n. f.;vb;vb	hand;to throw;to rip
151778	ḥmt	ḥmt(I)/;ḥmt(III)/	ḥmt (I);ḥmt (III)	n. f.;n. f.	wall;venom
151779	hlm	hlm[;hlm;hl	/h-l-m/;hlm;hl	vb;conj. functor;deictic adv. functor	to hit;and so;behold
151780	yṯq	ṯqy[	/ṯ-q-y/	vb	to elevate
#---------------------------- KTU 1.100 12
151781	nḥš	nḥš/	nḥš	n. m.	serpent
151782	yšlḥm	!y!]š]lḥm(I)[	/l-ḥ-m/ (I)	vb	to eat
151783	nḥš	nḥš/	nḥš	n. m.	serpent
151784	ˤqšr	aqšr/	ảqšr	adj. m.	which sloughs its skin
151785	yˤdb	!y!ˤdb[	/ʕ-d-b/	vb	to leave > to put in
151786	ksa	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.100 13
151787	w	w	w	conj.	and
151788	yṯb	!y!ṯb[	/y-ṯ-b/	vb	to sit down
#---------------------------- KTU 1.100 14
151789	tqru	!t!qrʔ[	/q-r-ʔ/	vb	to call
151790	lšpš	?	?	?	?	DULAT: NOT FOUND
151791	umh	um/	ủm	n. f.	mother
151792	špš	špš/	špš	n.	sun
151793	um	um/	ủm	n. f.	mother
151794	ql	ql[;ql(I)/;ql(II)/	/q-l/;ql (I);ql (II)	vb;n. m.;n. m.	to fall (down);voice;swift (courier
151795	bl	bl(I);bl(II);bl(III)/	bl (I);bl (II);bl (III)	adv. or emph. functor;prep.;n. m.	no;without;blended beer
151796	ˤm	ˤm(I)	ʕm (I)	prep.	to
#---------------------------- KTU 1.100 15
151797	dgn	dgn(I)/	dgn (I)	n. m.	grain
151798	ttlh	ttl/	ttl	TN	ttl
151799	mnt	mnt(I)/	mnt (I)	n. f.	portion
151800	nṯk	nṯk(II)/;!n!ṯk[;nṯk(I)/	nṯk (II);/n-ṯ-k/;nṯk (I)	n. m.;vb;n. m.	bite;to bite;biter
151801	nḥš	nḥš/	nḥš	n. m.	serpent
151802	šmrr	šmrr/	šmrr	n. m.	poisoning
#---------------------------- KTU 1.100 16
151803	nḥš	nḥš/	nḥš	n. m.	serpent
151804	ˤqšr	aqšr/	ảqšr	adj. m.	which sloughs its skin
151805	lnh	l(I)+h	l (I)	prep.	to
151806	mlḫš	mlḫš/	mlḫš	n. m.	conjuror
151807	abd	abd(I)/;ʔbd[	ảbd (I);/ʔ-b-d/	n. m.;vb	ruin;be missing
