id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.103 1						
160449	tḥm	tḥm/	tḥm	n.	message	
# KTU 2.103 2						
160450	l	l(I)	l (I)	prep.	to	
160450	l	l(III)	l (III)	functor	certainly	
160451	ur	ur/	ủr	n.	warmth	
# KTU 2.103 3						
160452	urt	urt				DULAT: NOT FOUND
# KTU 2.103 4						
160453						
# KTU 2.103 5						
160454	rgm	rgm[	/r-g-m/	vb G	to say	
160454	rgm	rgm/	rgm	n.	word	
# KTU 2.103 6						
160455	bxx	bxx				DULAT: NOT FOUND
# KTU 2.103 7						
160456	išpr	išpr	ỉšpr		date cake	
# KTU 2.103 8						
160457	xk	xk				DULAT: NOT FOUND
# KTU 2.103 9						
160458	w	w	w	conj.	and	
160459	l	l(I)	l (I)	prep.	to	
160459	l	l(III)	l (III)	functor	certainly	
160460	aḫyxxxxxḥm	aḫyxxxxxḥm				DULAT: NOT FOUND
# KTU 2.103 10						
160461	xxny	xxny				DULAT: NOT FOUND
160462	xxxxlb	xxxxlb				DULAT: NOT FOUND
160463	nḫtk	nḫ[t+k	/n-ḫ/	vb	to rest	
160463	nḫtk	nḫt/+k	nḫt	n.	divan	
# KTU 2.103 11						
160464	xxṣ	xxṣ				DULAT: NOT FOUND
160465	ky	k(III)	k (III)	Subordinating or completive functor	when	
160465	ky	k(II)	k (II)	emph. functor	yes	
160465	ky	k(IV)	k (IV)	adv.	thus	
160466	ḫbt	ḫbt[:pass	/ḫ-b-t/	vb Gpass	to be oppressed	
160466	ḫbt	ḫbt(II)/	ḫbt (II)	DN	Bien-amada	
160467	w	w	w	conj.	and	
160468	lušal	lušal				DULAT: NOT FOUND
# KTU 2.103 12						
160469	yby	yby				DULAT: NOT FOUND
160470	ḥdy	ḥdy[+y	/ḥ-d-y/	vb	to see	
160471	ly	l(I)+y	l (I)	prep.	to	
# KTU 2.103 13						
160472	rṣ	rṣ				DULAT: NOT FOUND
160473	lby	lb/y	lb	n.	heart	
160474	w	w	w	conj.	and	
160475	lḥt	lḥ(II)/t=	lḥ (II)	n.	missive	
160475	lḥt	lḥ(I)/t=	lḥ (I)	n.	cheek	
# KTU 2.103 14						
160476	kt	kt(I)/	kt (I)	n.	pitcher	
160476	kt	kt(II)/	kt (II)	n.	stage	
160477	ˤm	ˤm(I)	ʕm (I)	prep.	to	
160478	lḥt	lḥ(II)/t=	lḥ (II)	n.	missive	
