id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.105 1						
152697	bġb	bġb				DULAT: NOT FOUND
152698	ršp	ršp/	ršp	DN	Rašap	
152699	mhbn	mhbn/	mhbn	TN	Gedanke	
152700	š	š/	š	n.	ram	
# KTU 1.105 2						
152701	šrp	šrp/	šrp	n.	burnt sacrifice	
152702	w	w	w	conj.	and	
152703	ṣp	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
152703	ṣp	ṣp(III)/	ṣp (III)	n.	white ewe	
152703	ṣp	ṣp(I)/	ṣp (I)	n.	look	
152704	ḫršḫ	ḫršḫ/	ḫršḫ	n.	bowl for burning perfume	
# KTU 1.105 3						
152705	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
152706	b	b	b	prep.	in	
152707	ġb	ġb(I)/	ġb (I)	n.	(sacrificial) pit	
152708	ḫyr	ḫyr/	ḫyr	MN	aller de ci de là	
# KTU 1.105 4						
152709	ṯmn	ṯmn(I)/	ṯmn(y) (I)	num.	eight	
152710	lṯlṯm	lṯlṯm				DULAT: NOT FOUND
152711	ṣin	ṣin(I)/	ṣỉn (I)	n.	ewe	
# KTU 1.105 5						
152712	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
152713	alpm	alp(I)/m	ảlp (I)	n.	(head of) cattle	
152713	alpm	alp(II)/	ảlp (II)	num.	(one, a) thousand	
# KTU 1.105 6						
152714	bt	bt(II)/	bt (II)	n.	house	
152714	bt	bt(I)/	bt (I)	n.	daughter	
152715	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
152716	ugrt	ugrt/	ủgrt	TN	Ugarit	
152717	ṯn	ṯn(I)/	ṯn (I)	num.	two	
152717	ṯn	ṯn(II)/	ṯn (II)	num./adj.	second	
152717	ṯn	ṯn(III)/	ṯn (III)	n.	crimson (cloth, wool, purple)	
152718	šm	š/m	š	n. du.	ram	
152718	šm	šm(I)/	šm (I)	n.	name	
# KTU 1.105 7						
152719	ˤlm	ˤl(I)	ʕl (I)	prep.	upon	
152720	l	l(I)	l (I)	prep.	to	
152721	ršp	ršp/	ršp	DN	Rašap	
152722	mlkx	mlkx				DULAT: NOT FOUND
# KTU 1.105 8						
152723	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
