id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.112 1						
160715	x	x				
# KTU 2.112 2						
160716	in	in/	ỉn	n.	lack of	
160717	x	x				
# KTU 2.112 3						
160718	aṯbx	aṯbx				DULAT: NOT FOUND
# KTU 2.112 4						
160719	an	an(I)	ản (I)	pers. pn.	I	
160719	an	an(II)	ản (II)	adv.	wherever	
160720	x	x				
# KTU 2.112 5						
160721	nkr	nkr/	nkr	adj.	foreigner / stranger	
# KTU 2.112 6						
160722	ttx	ttx				DULAT: NOT FOUND
# KTU 2.112 7						
160723	w	w	w	conj.	and	
# KTU 2.112 8						
160724	w	w	w	conj.	and	
# KTU 2.112 9						
160725	nk	ˤl(I)+k	ʕl (I)	prep.	upon	
160725	nk	ˤn(I)/+k	ʕn (I)	n.	eye	
160725	nk	bld/+k	bld	n.	land	
# KTU 2.112 10						
160726	ṯbt	ṯbt/	ṯbt	n.	seat	
# KTU 2.112 11						
160727	ṯbd	ṯb[+d	/ṯ-b/	vb	to return, ?	
160727	ṯbd	yṯb[+d	/y-ṯ-b/	vb	to sit down, ?	
160727	ṯbd	ṯb/+d	ṯb	n.	in the month of ỉbʕalatu (which?) repeats, ?	
# KTU 2.112 12						
160728	nkr	nkr/	nkr	adj.	foreigner / stranger	
# KTU 2.112 13						
160729	mr	mr(I)/	mr (I)	n.	myrrh	
160729	mr	mr(IV)/	mr (IV)	adj.	valiant	
160729	mr	mr(II)/	mr (II)	adj.	bitter	
160730	u	u	ủ	conj.	or	
# KTU 2.112 14						
160731	ll	ll(I)/	ll (I)	n.	night	
# KTU 2.112 15						
160732	xx	xx				
