id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.101 1						
160401	l	l(I)	l (I)	prep.	to	
160402	mlkt	mlkt/	mlkt	n.	queen	
160403						
# KTU 2.101 2						
160404	adty	adt/+y	ảdt	n.	lady	
160405	rgm	rgm[	/r-g-m/	vb G	to say	
160405	rgm	rgm/	rgm	n.	word	
# KTU 2.101 3						
160406	tḥm	tḥm/	tḥm	n.	message	
160407	skn	skn(I)/	s:śkn (I)	n.	prefect	
# KTU 2.101 4						
160408	ly	l(I)+y	l (I)	prep.	to	
160409	adty	adt/+y	ảdt	n.	lady	
160410	yšlm	!y!šlm[	/š-l-m/	vb G	to be well	
# KTU 2.101 5						
160411	w	w	w	conj.	and	
160412	l	l(I)	l (I)	prep.	to	
160413	pˤn	pˤn/	pʕn	n. f.	at the feet of	
160414	adty	adt/+y	ảdt	n.	lady	
# KTU 2.101 6						
160415	xxxx	xxxx				
160416	šb	šb/	šb	n.	old man	
# KTU 2.101 7						
160417	x	x				
160418	m	l(I)	l (I)	prep.	to	
# KTU 2.101 8						
160419	w	w	w	conj.	and	
160420	dbl	dbl				DULAT: NOT FOUND
# KTU 2.101 9						
160421	w	w	w	conj.	and	
160422	lrx	lrx				DULAT: NOT FOUND
# KTU 2.101 10						
160423	nbšl	nbšl				DULAT: NOT FOUND
160424	m	l(I)	l (I)	prep.	to	
# KTU 2.101 11						
160425	w	w	w	conj.	and	
160426	ḥmr	ḥmr(I)/	ḥmr (I)	n.	donkey	
160426	ḥmr	ḥmr(II)/	ḥmr (II)	adj.	red	
160427	x	x				
# KTU 2.101 12						
160428	drˤ	d/	d/ḏrʕ	n.	seed	
160428	drˤ	drˤ[	/d-r-ʕ/	vb G	to sow	
160429	xgd	xgd				DULAT: NOT FOUND
# KTU 2.101 13						
160430	mˤnk	mˤn/+k	mʕn	n.	reply	
160431	ˤ	?	?	?	?	
# KTU 2.101 14						
160432	w	w	w	conj.	and	
160433	mˤnk	mˤn/+k	mʕn	n.	reply	
# KTU 2.101 15						
160434	ġrx	ġrx				DULAT: NOT FOUND
# KTU 2.101 16						
160435	ršt	ršt				DULAT: NOT FOUND
160436	h	+h, +h=	-h (I)	suff. pn. morph.	his /her (hers) / its	
160436	h	~h	-h(II)	adv. functor	to, towards	
# KTU 2.101 17						
160437	dnt	dnt(II)/	dnt (II)	n.	plight	
160438	š	š/	š	n.	ram	
