id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.137 1						
154838	lx	lx				DULAT: NOT FOUND
# KTU 1.137 2						
154839	r	?	?	?	?	
154840	il	il(I)/	ỉl (I)	n.	god	
# KTU 1.137 3						
154841	xmt	xmt				DULAT: NOT FOUND
154842	w	w	w	conj.	and	
# KTU 1.137 4						
154843	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
154843	bˤl	bˤl[/	/b-ʕ-l/	vb G	to make	
154844	w	w	w	conj.	and	
# KTU 1.137 5						
154845	bt	bt(II)/	bt (II)	n.	house	
154845	bt	bt(I)/	bt (I)	n.	daughter	
154846	mṯbth	mṯb/	mṯb	n.	residence	
# KTU 1.137 6						
154847	ydh	yd(I)/+h	yd (I)	n.	hand	
154848	yx	yx				DULAT: NOT FOUND
# KTU 1.137 7						
154849	b	b	b	prep.	in	
154850	mzn	mzn/	mzn	n.	weight	
154851	x	x				
# KTU 1.137 8						
154852	mṯbth	mṯb/	mṯb	n.	residence	
# KTU 1.137 9						
154853	dm	dm(II)/	dm (II)	n. m.	blood	
154853	dm	dm(I)	dm (I)	functor	since	
