#---------------------------- KTU 1.101 1
152181	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n./DN;n.;vb	Baʿlu;labourer;to make	
152182	yṯb	yṯb[	/y-ṯ-b/	vb	to sit down	
152183	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes	
152184	ṯbt	ṯbt/	ṯbt	n.	seat	
152185	ġr	ġr(I)/;ġr(III)/;ġr(V)/	ġr (I);ġr (III);ġr (V)	n.;n.;n.	mountain;skin;total	
152186	hd	hd/	hd(d)	DN	Haddu	
152187	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes	
#---------------------------- KTU 1.101 2
152188	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes	
152189	mdb	mdb/	mdb	n.	tide	
152190	b	b	b	prep.	in	
152191	tk	tk/	tk	n.	centre	
152192	ġrh	ġr(I)/	ġr (I)	n.	mountain	
152193	il	il(I)/	ỉl (I)	n.	god	
152194	ṣpn	ṣpn/	ṣpn	TN/DN	north	
152195	bġ	bġ				DULAT: NOT FOUND
#---------------------------- KTU 1.101 3
152196	ġr	ġr(I)/;ġr(III)/;ġr(V)/	ġr (I);ġr (III);ġr (V)	n.;n.;n.	mountain;skin;total	
152197	tliyt	tliyt/	tlỉyt	n.	triumph	
152198	šbˤt	šbˤ(I)/	šbʕ (I)	n. num.	seven	
152199	brqm	brq(I)/	brq (I)	n.	ray	
152200	ṯ	ṯ				DULAT: NOT FOUND
#---------------------------- KTU 1.101 4
152201	ṯmnt	ṯmn(I)/	ṯmn(y) (I)	num.	eight	
152202	iṣr	iṣr/	ỉṣr	n.	?	
152203	rˤt	rˤt/	rʕt	n.	thunder	
152204	ˤṣ	ˤṣ/	ʕṣ	n.	tree	
152205	brq	brq(I)/	brq (I)	n.	ray	
152206	yry	yry[+y(I);yry[+y(II);yr/+y(I)	/y-r-y/,-y (I);/y-r-y/,-y (II);yr,-y (I)	vb,prep.;vb,postp. functor;n.,prep.	to fire,my;to fire,yes;early rain,my	
#---------------------------- KTU 1.101 5
152207	rišh	riš(I)/	rỉš (I)	n.	head	
152208	tply	!t!ply[	/p-l-y/	vb	to distinguish	
152209	ṭly	ṭl/+y(I);ṭl/+y(II)	ṭl,-y (I);ṭl,-y (II)	n.,prep.;n.,postp. functor	dew,my;dew,yes	
152210	bn	bn(I)/;bn(II);bn[	bn (I);bn (II);/b-n/	n.;prep.;vb	son;between;to understand	
152211	ˤnh	ˤn(I)/	ʕn (I)	n.	eye	
#---------------------------- KTU 1.101 6
152212	uzˤrt	uzˤrt/	ủzʕrt	adj.	the smallest	
152213	tmll	tmll				DULAT: NOT FOUND
152214	išdh	išd/	ỉšd	n.	leg	
152215	qrnm	qrn/	qrn	n.	horn	
#---------------------------- KTU 1.101 7
152216	dt	d	d	det. or rel. functor	the one(s) of	
152217	ˤlh	ˤl(I)	ʕl (I)	prep.	upon	
152218	rišh	riš(I)/	rỉš (I)	n.	head	
152219	b	b	b	prep.	in	
152220	glṯ	glṯ/	glṯ	n.	storm	
152221	b	b	b	prep.	in	
152222	šmm	šmm(I)/	šmm (I)	n.	heavens	
#---------------------------- KTU 1.101 8
152223	yšil	yšil				DULAT: NOT FOUND
152224	ṯrm	ṯrm[;ṯr(I)/	/ṯ-r-m/;ṯr (I)	vb;n.	to break;bull	
152225	iṯ	iṯ(I)/	ỉṯ (I)	n.	presence	
152226	ph	p(III)/	p (III)	n.	mouth	
152227	kṯt	kṯ(I)/	kṯ (I)	n.	flask	
152228	ġbt	ġbt				DULAT: NOT FOUND
152229	xx	xx				
#---------------------------- KTU 1.101 9
152230	xxxtmkyn	xxxtmkyn				DULAT: NOT FOUND
152231	ddm	dd(II)/	dd (II)	n.	cauldronful	
152232	lbh	lb/+h(I);lb/+h(II)	lb,-h (I);lb,-h (II)	n.,pers. pn./morph.;n.,adv. functor	heart,his /her (hers) / its;heart,to	
152233	xxxx	xxxx				
#---------------------------- KTU 1.101 10
152234	xxxxxxxxš	xxxxxxxxš				DULAT: NOT FOUND
152235	yt	yt/	yt	n.	?	
152236	šxxxxx	šxxxxx				DULAT: NOT FOUND
#---------------------------- KTU 1.101 11
152237	xxxxxxxxš	xxxxxxxxš				DULAT: NOT FOUND
152238	lxxxx	lxxxx				DULAT: NOT FOUND
#---------------------------- KTU 1.101 12
152239	xxxxxxxxth	xxxxxxxxth				DULAT: NOT FOUND
152240	lxxxxxx	lxxxxxx				DULAT: NOT FOUND
#---------------------------- KTU 1.101 13
152241	xxxxxxxl	xxxxxxxl				DULAT: NOT FOUND
152242	ẓr	ẓr(I)/	ẓr (I)	n.	back	
152243	urxxxx	urxxxx				DULAT: NOT FOUND
#---------------------------- KTU 1.101 14
152244	xx	xx				
152245	yskt	yskt				DULAT: NOT FOUND
152246	nˤmn	nˤmn(I)/	nʕmn (I)	adj.	handsome	
152247	nblxxxx	nblxxxx				DULAT: NOT FOUND
#---------------------------- KTU 1.101 15
152248	xx	xx				
152249	yṣq	yṣq[	/y-ṣ-q/	vb	to pour (out)	
152250	šmn	šmn(I)/	šmn (I)	n.	oil	
152251	šlm	šlm[;šlm(I)/;šlm(III)/	/š-l-m/;šlm (I);šlm (III)	vb;n.;adj.	to be well;peace;pure	
152252	b	b	b	prep.	in	
152253	ṣˤ	ṣˤ(I)/	ṣʕ (I)	n.	plate / wide bowl / platter	
152254	trḥṣ	!t!rḥṣ[	/r-ḥ-ṣ/	vb	to wash	
#---------------------------- KTU 1.101 16
152255	ydh	yd(I)/	yd (I)	n.	hand	
152256	btlt	btlt/	btlt	n.	virgin	
152257	ˤnt	ˤnt(I)/;ˤnt(II);ˤn(I)/	ʕnt (I);ʕnt (II);ʕn (I)	DN;adv.;n.	sister;now;eye	
152258	uṣbˤth	uṣbˤ/	ủṣbʕ	n.	finger	
152259	ybmt	ybmt/	ybmt	n.	widow sister-in-law	
#---------------------------- KTU 1.101 17
152260	limm	lim(I)/	lỉm (I)	n.	people	
152261	tiḫd	!t!ʔḫd[	/ʔ-ḫ-d(/ḏ)/	vb	to collect	
152262	knrh	knr/	knr	n.	harp	
152263	b	b	b	prep.	in	
152264	ydh	yd(I)/	yd (I)	n.	hand	
152265	tšt	!t!št[;šty[	/š-t/;/š-t-y/	vb;vb	to place;to drink	
#---------------------------- KTU 1.101 18
152266	rmimt	rmimt				DULAT: NOT FOUND
152267	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly	
152268	irth	irt/	ỉrt	n.	breast	
152269	tšr	!t!šr(I)[	/š-r/ (I)	vb	to sing	
152270	dd	dd(II)/	dd (II)	n.	cauldronful	
152271	aliyn	aliyn/	ảlỉyn	adj.	The Very / Most Powerful	
#---------------------------- KTU 1.101 19
152272	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n./DN;n.;vb	Baʿlu;labourer;to make	
152273	ahbt	ahbt/	ảhbt	n.	love	
