id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.25 1						
147842	ixxš	ixxš				DULAT: NOT FOUND
147843	xx	xx				
# KTU 1.25 2						
147844	ilm	il(I)/m	ỉl (I)	n.	god	
147845	w	w	w	conj.	and	
147846	ilht	il(t(I)/&ht	ỉlt (I)	n.	goddess	
147847	dt	d	d	det. or rel. functor	the one(s) of	
# KTU 1.25 3						
147848	šbˤ	šbˤ(I)/	šbʕ (I)	n. num.	seven	
147849	l	l(I)	l (I)	prep.	to	
147849	l	l(III)	l (III)	functor	certainly	
147850	šbˤm	šbˤ(I)/m	šbʕ (I)	n. num.	seven	
147850	šbˤm	šbˤm/	šbʕm	n. num.	seventy	
147851	abx	abx				DULAT: NOT FOUND
# KTU 1.25 4						
147852	w	w	w	conj.	and	
147853	ldm	yld[+m(I)	/y-l-d/	vb	to give birth (to)	
147854	dt	d	d	det. or rel. functor	the one(s) of	
147855	ymtm	!y!mt[m	/m-t/	vb G	to die	
# KTU 1.25 5						
147856	ġr	ġr(I)/	ġr (I)	n.	mountain	
147856	ġr	ġr(III)/	ġr (III)	n.	skin	
147857	lẓpn	lṭpn/	lṭpn	adj.	Benevolent	Based on DULAT reconstruction.
147857	lẓpn	lẓpn	lẓpn	→	?	
# KTU 1.25 6						
147858	pn	pn(m/	pnm	n. pl. tant.	face	
147859	ym	ym(I)/	ym (I)	n.	day	
147859	ym	ym(II)/	ym (II)	n.	sea	
147860	ymgn	ymgn				DULAT: NOT FOUND
# KTU 1.25 7						
147861	i	i(I)	ỉ (I)	interj.	woe	
147862	bt	bt(II)/	bt (II)	n.	house	
147862	bt	bt(I)/	bt (I)	n.	daughter	
147863	l	l(I)	l (I)	prep.	to	
147863	l	l(III)	l (III)	functor	certainly	
147864	hdd	hd/	hd(d)	DN	Haddu/Hadad	
# KTU 1.25 8						
147865	hkl	hkl/	hkl	n.	palace	
147866	xxx	xxx				
# KTU 1.25 9						
147867	x	x				
# KTU 1.25 10						
147868	x	x				
147869	ydh	yd(I)/+h	yd (I)	n.	hand	
# KTU 1.25 11						
147870	tmt	tm/t=	tm	adj. f.	complete	
