id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.113 1						
160733	x	x				
160734	lh	l(I)+h	l (I)	prep.	to	
# KTU 2.113 2						
160735	nyk	n(I)+k	-n (I)	morph.	Sun	
# KTU 2.113 3						
160736	xyh	xyh				DULAT: NOT FOUND
# KTU 2.113 4						
160737	ty	ˤl(I)+y	ʕl (I)	prep.	upon	
160737	ty	aḫt(I)/+y	ảḫt (I)	n.	sister (related by blood)	
160737	ty	ḥṭbt/+y	ḥṭbt	n.	(female) wood-cutter	
# KTU 2.113 5						
160738	xrt	xrt				DULAT: NOT FOUND
# KTU 2.113 6						
160739	xlḥt	xlḥt				DULAT: NOT FOUND
# KTU 2.113 7						
160740	xbˤly	xbˤly				DULAT: NOT FOUND
# KTU 2.113 8						
160741	xth	xth				DULAT: NOT FOUND
# KTU 2.113 9						
160742	xx	xx				
160743	hnd	hnd	hnd	dem. adj./pn.	this	
# KTU 2.113 10						
160744	x	x				
# KTU 2.113 11						
160745	x	x				
# KTU 2.113 12						
160746	xy	xy				DULAT: NOT FOUND
