id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
id	surface form	surface form				DULAT: NOT FOUND
# KTU 2.66 1						
158764	x	x				
158765	ṣrp	ṣrp/	ṣrp	n.	reddish dye	
158766	lx	lx				DULAT: NOT FOUND
# KTU 2.66 2						
158767	xq	xq				DULAT: NOT FOUND
158768	lpš	lpš/	lpš	n.	cloak	
158769						
# KTU 2.66 3						
158770	l	l(I)	l (I)	prep.	to	
158770	l	l(II)	l (II)	adv.	no	
158770	l	l(III)	l (III)	functor	certainly	
158771	yštk	!y!št[k	/š-t/	vb G	to place	
158772	x	x				
# KTU 2.66 4						
158773	xx	xx				
158774	adm	adm(I)/	ảdm (I)	n.	man	
158774	adm	(ʔ&adm[	/ʔ-d-m/	vb G	to be	
158774	adm	adm(II)/	ảdm (II)	adj.	obtained	
# KTU 2.66 5						
158775	xxxxxx	xxxxxx				
