id	surface form	morphological parsing	DULAT	POS	gloss	comments
id	surface form	surface form				DULAT: NOT FOUND
# KTU 1.39 1						
147917	dqt	dqt(I)/	dqt (I)	adj. or n.	small	
147918	ṯˤ	ṯˤ(II)/	ṯʕ (II)	n.	Hero	
147919	ynt	ynt/	ynt	n.	dove	
147920	ṯˤm	ṯˤ(II)/m	ṯʕ (II)	n.	Hero	
147921	dqt	dqt(I)/	dqt (I)	adj. or n.	small	
147922	ṯˤm	ṯˤ(II)/m	ṯʕ (II)	n.	Hero	
# KTU 1.39 2						
147923	mtntm	mtnt/m	mtnt	n. du.	loin	
147924	wkbd	wkbd				DULAT: NOT FOUND
147925	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
147925	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
147926	š	š/	š	n.	ram	
147927	l	l(I)	l (I)	prep.	to	
147928	il	il(I)/	ỉl (I)	n.	god	
# KTU 1.39 3						
147929	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
147930	ilhm	il(I)/+hm	ỉl (I)	n.	god	
147930	ilhm	ilt(I)/+m(I)	ỉlt (I)	n.	goddess	
147930	ilhm	ilh/+m(I)	ỉlh	DN	the ‘Divine One’	
147931	kṯkmn	kṯkmn				DULAT: NOT FOUND
147932	w	w	w	conj.	and	
147933	šnm	šnm/	šnm	DN	Šunama/Shunama/second member of the double-barrelled divine name ṯkmn w šnm, origin unknown	
147933	šnm	šnw[+m(I)	/š-n-w/	vb	to change: a) reflex.	
147934	dqt	dqt(I)/	dqt (I)	adj. or n.	small	
# KTU 1.39 4						
147935	ršp	ršp/	ršp	DN	Rašap	
147936	dqt	dqt(I)/	dqt (I)	adj. or n.	small	
147937	šrp	šrp/	šrp	n.	burnt sacrifice	
147938	w	w	w	conj.	and	
147939	šlmm	šlm(II)/~m	šlm (II)	n. m.	communion victim / sacrifice	
147939	šlmm	šlm(II)/m	šlm (II)	n. m.	communion victim / sacrifice	
147940	dqtm	dqt(I)/m	dqt (I)	adj. or n. du.	small	
# KTU 1.39 5						
147941	ilh	ilh/	ỉlh	DN	the ‘Divine One’	
147942	alp	alp(I)/	ảlp (I)	n.	(head of) cattle	
147942	alp	alp(II)/	ảlp (II)	num.	(one, a) thousand	
147943	wš	?		?	?	DULAT: NOT FOUND
147944	ilhm	il(I)/+hm	ỉl (I)	n.	god	
147944	ilhm	ilt(I)/+m(I)	ỉlt (I)	n.	goddess	
147944	ilhm	ilh/+m(I)	ỉlh	DN	the ‘Divine One’	
147945	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
147946	ilhm	il(I)/+hm	ỉl (I)	n.	god	
147946	ilhm	ilt(I)/+m(I)	ỉlt (I)	n.	goddess	
147946	ilhm	ilh/+m(I)	ỉlh	DN	the ‘Divine One’	
# KTU 1.39 6						
147947	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
147947	bˤl	bˤl[/	/b-ʕ-l/	vb G	to make	
147948	š	š/	š	n.	ram	
147949	aṯrt	aṯrt(I)/	ảṯrt (I)	n.	back part (of the head)	
147950	š	š/	š	n.	ram	
147951	ṯkmn	ṯkmn/	ṯkmn	DN/element of DN	Ṯukamuna/Thukamuna/first element of the double-barrelled DN ṯkmn w šnm, origin unknown	
147951	ṯkmn	ṯkm/+n	ṯkm	n.	shoulder	
147952	wšnm	wšnm				DULAT: NOT FOUND
147953	š	š/	š	n.	ram	
# KTU 1.39 7						
147954	ˤnt	ˤn(I)/t=	ʕn (I)	n.	eye	
147954	ˤnt	ˤn(t(I)/t	ʕnt (I)	DN	ʿAnatu/Anat	
147954	ˤnt	ˤnt(II)	ʕnt (II)	adv.	now	
147955	š	š/	š	n.	ram	
147956	rpšp	rpšp				DULAT: NOT FOUND
147957	š	š/	š	n.	ram	
147958	dr	dr/	dr	n.	circle	
147959	il	il(I)/	ỉl (I)	n.	god	
147960	wpḫr	wpḫr				DULAT: NOT FOUND
147961	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
147961	bˤl	bˤl[/	/b-ʕ-l/	vb G	to make	
# KTU 1.39 8						
147962	xgdlt	xgdlt				DULAT: NOT FOUND
147963	šlm	šlm(I)/	šlm (I)	n.	peace	
147963	šlm	šlm[:d	/š-l-m/	vb G/D	to be well	
147963	šlm	šlm(III)/	šlm (III)	adj.	pure	
147964	šgdlt	šgdlt				DULAT: NOT FOUND
147965	w	w	w	conj.	and	
147966	burm	burm				DULAT: NOT FOUND
147967	lb	lb/	lb	n.	heart	
# KTU 1.39 9						
147968	rmṣt	rmṣ/t=	rmṣ	n.	embers	
147969	ilhm	il(I)/+hm	ỉl (I)	n.	god	
147969	ilhm	ilt(I)/+m(I)	ỉlt (I)	n.	goddess	
147969	ilhm	ilh/+m(I)	ỉlh	DN	the ‘Divine One’	
147970	bˤlm	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
147971	dṯt	dṯt/	dṯt	n.	fodder or spring grass	
147972	w	w	w	conj.	and	
147973	kšm	kš/m	kš	n.	date	
147974	ḫmš	ḫmš(I)/	ḫmš (I)	n. num.	five	
# KTU 1.39 10						
147975	ˤšrh	ˤšr(I)/+h	ʕšr (I)	n. num.	ten	
147975	ˤšrh	ˤšr[+h	/ʕ-š-r/	vb	ʕšr ʕšr b bt ỉlm a banquet is held in the temple of the gods	
147975	ˤšrh	ˤšr(I)/+h	ʕšr(t) (I)	n.	banquet	
147976	mlun	mlu/	mlủ	n.	fill	
147977	šnpt	šnpt/	šnpt	n.	wave- offering	
147978	ḫṣth	ḫṣt/h	ḫṣt	n.	half	
147979	bˤl	bˤl(II)/	bʕl (II)	DN	Baʿlu/Baal	
147980	ṣpn	ṣpn/	ṣpn	TN/DN	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	
147981	š	š/	š	n.	ram	
# KTU 1.39 11						
147982	trṯ	trṯ/	trṯ	n.	new wine	
147983	š	š/	š	n.	ram	
147984	ilt	ilt(I)/	ỉlt (I)	n.	goddess	
147985	mxgdl	mxgdl				DULAT: NOT FOUND
147986	š	š/	š	n.	ram	
147987	ilt	ilt(I)/	ỉlt (I)	n.	goddess	
147988	asrm	asr/m	ảsr	n.	prisoner	
147989	š	š/	š	n.	ram	
# KTU 1.39 12						
147990	w	w	w	conj.	and	
147991	lll	lll				DULAT: NOT FOUND
147992	špš	špš/	špš	n.	sun	
147993	pgr	pgr/	pgr	n.	body	
147994	w	w	w	conj.	and	
147995	ṯrmnm	ṯrmn(I)/	ṯrmn (I)	DN	term for the kings of Ugarit	
147996	bt	bt(II)/	bt (II)	n.	house	
147996	bt	bt(I)/	bt (I)	n.	daughter	
147997	mlk	mlk[	/m-l-k/	vb G	to reign	
147997	mlk	mlk(II)/	mlk (II)	n.	kingdom (power and territory)	
# KTU 1.39 13						
147998	il	il(I)/	ỉl (I)	n.	god	
147999	bt	bt(II)/	bt (II)	n.	house	
147999	bt	bt(I)/	bt (I)	n.	daughter	
148000	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
148001	ušḫry	ušḫry/	ỉ/ủšḫry	DN	ỉ/ủšḫry	
148002	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
148003	ym	ym(I)/	ym (I)	n.	day	
148003	ym	ym(II)/	ym (II)	n.	sea	
148004	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
# KTU 1.39 14						
148005	bˤl	bˤl(II)/	bʕl (II)	n./DN	Baʿlu/Baal	
148005	bˤl	bˤl[/	/b-ʕ-l/	vb G	to make	
148006	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
148007	yrḫ	yrḫ/	yrḫ	n.	moon	
148008	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
148009	kṯr	kṯr(III)/	kṯr (III)	DN/element of DN	Koṯaru/Kothar	
# KTU 1.39 15						
148010	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
148011	ṯrmn	ṯrmn(I)/	ṯrmn (I)	DN	term for the kings of Ugarit	
148012	gdlt	gdlt(I)/	gdlt (I)	n.	head of cattle	
148013	pdry	pdry/	pdry	DN	Pidray	
148013	pdry	pdr(I)/+y	pdr (I)	n.	town	
